VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_NORMAL0.w,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-0.8895136117935181,0.0,-0.9704353213310242,-0.998046875,-0.0281524658203125,-0.0589599609375,0.0,0.845703125,0.3681640625
1,1,-0.892551839351654,0.36167845129966736,-1.0917309522628784,-0.99755859375,-0.02825927734375,-0.062347412109375,0.0,0.8564453125,0.4267578125
2,2,-0.8816412687301636,0.0,-1.1070468425750732,-0.998046875,-0.0281524658203125,-0.0589599609375,0.0,0.86669921875,0.371337890625
3,0,-0.8895136117935181,0.0,-0.9704353213310242,-0.998046875,-0.0281524658203125,-0.0589599609375,0.0,0.845703125,0.3681640625
4,3,-0.8998708724975586,0.35645198822021484,-0.9687914848327637,-0.99755859375,-0.0282440185546875,-0.06201171875,0.0,0.83740234375,0.42333984375
5,1,-0.892551839351654,0.36167845129966736,-1.0917309522628784,-0.99755859375,-0.02825927734375,-0.062347412109375,0.0,0.8564453125,0.4267578125
6,3,-0.8998708724975586,0.35645198822021484,-0.9687914848327637,-0.99755859375,-0.0282440185546875,-0.06201171875,0.0,0.83740234375,0.42333984375
7,4,-0.9016146659851074,0.7759075164794922,-1.123989224433899,-0.9970703125,-0.029693603515625,-0.06719970703125,0.0,0.85205078125,0.491455078125
8,1,-0.892551839351654,0.36167845129966736,-1.0917309522628784,-0.99755859375,-0.02825927734375,-0.062347412109375,0.0,0.8564453125,0.4267578125
9,3,-0.8998708724975586,0.35645198822021484,-0.9687914848327637,-0.99755859375,-0.0282440185546875,-0.06201171875,0.0,0.83740234375,0.42333984375
10,5,-0.9094833135604858,0.8238962888717651,-1.0339159965515137,-0.9970703125,-0.0303192138671875,-0.0679931640625,0.0,0.8369140625,0.4970703125
11,4,-0.9016146659851074,0.7759075164794922,-1.123989224433899,-0.9970703125,-0.029693603515625,-0.06719970703125,0.0,0.85205078125,0.491455078125
12,6,-0.9128372073173523,1.6135166883468628,-1.3454394340515137,-0.9970703125,-0.031890869140625,-0.07012939453125,0.0,0.86767578125,0.6259765625
13,4,-0.9016146659851074,0.7759075164794922,-1.123989224433899,-0.9970703125,-0.029693603515625,-0.06719970703125,0.0,0.85205078125,0.491455078125
