VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_NORMAL0.w,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-0.038907937705516815,0.1521635204553604,-0.17300495505332947,-0.931640625,0.07745361328125,0.35498046875,0.0,0.623046875,0.8779296875
1,1,-0.054336607456207275,0.0,-0.17934836447238922,-0.93212890625,0.077880859375,0.354248046875,0.0,0.634765625,0.8544921875
2,2,-0.005103913601487875,0.0,-0.05059179663658142,-0.93212890625,0.077880859375,0.354248046875,0.0,0.6123046875,0.8447265625
3,0,-0.038907937705516815,0.1521635204553604,-0.17300495505332947,-0.931640625,0.07745361328125,0.35498046875,0.0,0.623046875,0.8779296875
4,2,-0.005103913601487875,0.0,-0.05059179663658142,-0.93212890625,0.077880859375,0.354248046875,0.0,0.6123046875,0.8447265625
5,3,0.004437830299139023,0.1456431895494461,-0.05673743039369583,-0.931640625,0.07757568359375,0.354736328125,0.0,0.603515625,0.86865234375
6,4,-0.0063759945333004,0.335456907749176,-0.12754759192466736,-0.9306640625,0.07794189453125,0.357177734375,0.0,0.60302734375,0.90478515625
7,0,-0.038907937705516815,0.1521635204553604,-0.17300495505332947,-0.931640625,0.07745361328125,0.35498046875,0.0,0.623046875,0.8779296875
8,3,0.004437830299139023,0.1456431895494461,-0.05673743039369583,-0.931640625,0.07757568359375,0.354736328125,0.0,0.603515625,0.86865234375
9,4,-0.0063759945333004,0.335456907749176,-0.12754759192466736,-0.9306640625,0.07794189453125,0.357177734375,0.0,0.60302734375,0.90478515625
10,5,-0.04062318801879883,0.3195183575153351,-0.21238653361797333,-0.93017578125,0.07843017578125,0.358154296875,0.0,0.619140625,0.90771484375
11,0,-0.038907937705516815,0.1521635204553604,-0.17300495505332947,-0.931640625,0.07745361328125,0.35498046875,0.0,0.623046875,0.8779296875
12,5,-0.04062318801879883,0.3195183575153351,-0.21238653361797333,-0.93017578125,0.07843017578125,0.358154296875,0.0,0.619140625,0.90771484375
13,4,-0.0063759945333004,0.335456907749176,-0.12754759192466736,-0.9306640625,0.07794189453125,0.357177734375,0.0,0.60302734375,0.90478515625
14,6,-0.0988849401473999,0.6636462807655334,-0.4387281835079193,-0.9296875,0.07958984375,0.3603515625,0.0,0.63525390625,0.9794921875
15,4,-0.0063759945333004,0.335456907749176,-0.12754759192466736,-0.9306640625,0.07794189453125,0.357177734375,0.0,0.60302734375,0.90478515625
16,7,-0.058295685797929764,0.5535253286361694,-0.30967628955841064,-0.9296875,0.07958984375,0.360107421875,0.0,0.6201171875,0.95263671875
17,6,-0.0988849401473999,0.6636462807655334,-0.4387281835079193,-0.9296875,0.07958984375,0.3603515625,0.0,0.63525390625,0.9794921875
18,8,1.5069228410720825,1.0013035535812378,0.74803626537323,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1455078125,0.67529296875
19,9,1.4697377681732178,0.7359074950218201,0.625293493270874,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1650390625,0.62744140625
20,10,1.49175226688385,0.7302783727645874,0.6850208640098572,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1539306640625,0.626953125
21,9,1.4697377681732178,0.7359074950218201,0.625293493270874,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1650390625,0.62744140625
22,11,1.4909570217132568,0.4721716642379761,0.6623265147209167,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1549072265625,0.58154296875
23,10,1.49175226688385,0.7302783727645874,0.6850208640098572,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1539306640625,0.626953125
24,9,1.4697377681732178,0.7359074950218201,0.625293493270874,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1650390625,0.62744140625
25,12,1.458962321281433,0.48035314679145813,0.5755226612091064,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1712646484375,0.58203125
26,11,1.4909570217132568,0.4721716642379761,0.6623265147209167,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1549072265625,0.58154296875
27,13,1.4579998254776,0.2925918400287628,0.5579671263694763,-0.93896484375,-0.0273284912109375,0.343505859375,0.0,0.172119140625,0.54931640625
28,11,1.4909570217132568,0.4721716642379761,0.6623265147209167,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1549072265625,0.58154296875
29,12,1.458962321281433,0.48035314679145813,0.5755226612091064,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1712646484375,0.58203125
30,13,1.4579998254776,0.2925918400287628,0.5579671263694763,-0.93896484375,-0.0273284912109375,0.343505859375,0.0,0.172119140625,0.54931640625
31,14,1.4942110776901245,0.2833341360092163,0.656217634677887,-0.93896484375,-0.02734375,0.343505859375,0.0,0.1536865234375,0.548828125
32,11,1.4909570217132568,0.4721716642379761,0.6623265147209167,-0.93896484375,-0.0272979736328125,0.343505859375,0.0,0.1549072265625,0.58154296875
33,15,1.460588812828064,0.171055406332016,0.5553242564201355,-0.93896484375,-0.027313232421875,0.34326171875,0.0,0.171142578125,0.52783203125
34,14,1.4942110776901245,0.2833341360092163,0.656217634677887,-0.93896484375,-0.02734375,0.343505859375,0.0,0.1536865234375,0.548828125
35,13,1.4579998254776,0.2925918400287628,0.5579671263694763,-0.93896484375,-0.0273284912109375,0.343505859375,0.0,0.172119140625,0.54931640625
36,15,1.460588812828064,0.171055406332016,0.5553242564201355,-0.93896484375,-0.027313232421875,0.34326171875,0.0,0.171142578125,0.52783203125
37,16,1.4981451034545898,0.16135619580745697,0.6572685241699219,-0.93896484375,-0.0272979736328125,0.34326171875,0.0,0.152099609375,0.52734375
38,14,1.4942110776901245,0.2833341360092163,0.656217634677887,-0.93896484375,-0.02734375,0.343505859375,0.0,0.1536865234375,0.548828125
39,17,1.4651137590408325,0.0703522115945816,0.5597516298294067,-0.9384765625,-0.0264892578125,0.34375,0.0,0.1690673828125,0.51025390625
40,16,1.4981451034545898,0.16135619580745697,0.6572685241699219,-0.93896484375,-0.0272979736328125,0.34326171875,0.0,0.152099609375,0.52734375
41,15,1.460588812828064,0.171055406332016,0.5553242564201355,-0.93896484375,-0.027313232421875,0.34326171875,0.0,0.171142578125,0.52783203125
42,17,1.4651137590408325,0.0703522115945816,0.5597516298294067,-0.9384765625,-0.0264892578125,0.34375,0.0,0.1690673828125,0.51025390625
43,18,1.5042389631271362,0.060349490493535995,0.6658895611763,-0.9384765625,-0.0261993408203125,0.343994140625,0.0,0.149169921875,0.509765625
44,16,1.4981451034545898,0.16135619580745697,0.6572685241699219,-0.93896484375,-0.0272979736328125,0.34326171875,0.0,0.152099609375,0.52734375
45,18,1.5042389631271362,0.060349490493535995,0.6658895611763,-0.9384765625,-0.0261993408203125,0.343994140625,0.0,0.149169921875,0.509765625
46,17,1.4651137590408325,0.0703522115945816,0.5597516298294067,-0.9384765625,-0.0264892578125,0.34375,0.0,0.1690673828125,0.51025390625
47,19,1.4708728790283203,0.0,0.5706702470779419,-0.9384765625,-0.0250396728515625,0.3447265625,0.0,0.166259765625,0.498046875
48,18,1.5042389631271362,0.060349490493535995,0.6658895611763,-0.9384765625,-0.0261993408203125,0.343994140625,0.0,0.149169921875,0.509765625
49,19,1.4708728790283203,0.0,0.5706702470779419,-0.9384765625,-0.0250396728515625,0.3447265625,0.0,0.166259765625,0.498046875
50,20,1.5094375610351562,0.0,0.6753059029579163,-0.9384765625,-0.0250396728515625,0.3447265625,0.0,0.146728515625,0.499267578125
