VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,4.750024795532227,0.0,5.0,0.0,-1.0,0.0,0.07303982973098755,0.6879392862319946
1,1,-4.750024795532227,0.0,5.0,0.0,-1.0,0.0,0.07303968071937561,0.9288598895072937
2,2,-4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.0748964175581932,0.9333423972129822
3,3,-5.0,0.0,-4.750024795532227,0.0,-1.0,0.0,0.32029956579208374,0.9351993203163147
4,0,4.750024795532227,0.0,5.0,0.0,-1.0,0.0,0.07303982973098755,0.6879392862319946
5,2,-4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.0748964175581932,0.9333423972129822
6,4,-5.0,0.0,4.750024795532227,0.0,-1.0,0.0,0.07937902212142944,0.9351991415023804
7,3,-5.0,0.0,-4.750024795532227,0.0,-1.0,0.0,0.32029956579208374,0.9351993203163147
8,2,-4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.0748964175581932,0.9333423972129822
9,3,-5.0,0.0,-4.750024795532227,0.0,-1.0,0.0,0.32029956579208374,0.9351993203163147
10,5,4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.07489658147096634,0.6834567189216614
11,0,4.750024795532227,0.0,5.0,0.0,-1.0,0.0,0.07303982973098755,0.6879392862319946
12,3,-5.0,0.0,-4.750024795532227,0.0,-1.0,0.0,0.32029956579208374,0.9351993203163147
13,6,-4.926784038543701,0.0,-4.926784038543701,0.0,-1.0,0.0,0.32478219270706177,0.9333425760269165
14,5,4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.07489658147096634,0.6834567189216614
15,5,4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.07489658147096634,0.6834567189216614
16,6,-4.926784038543701,0.0,-4.926784038543701,0.0,-1.0,0.0,0.32478219270706177,0.9333425760269165
17,7,-4.750024795532227,0.0,-5.0,0.0,-1.0,0.0,0.32663893699645996,0.928860068321228
18,5,4.926784038543701,0.0,4.926784038543701,0.0,-1.0,0.0,0.07489658147096634,0.6834567189216614
19,7,-4.750024795532227,0.0,-5.0,0.0,-1.0,0.0,0.32663893699645996,0.928860068321228
20,8,5.0,0.0,4.750024795532227,0.0,-1.0,0.0,0.07937918603420258,0.6815999150276184
21,8,5.0,0.0,4.750024795532227,0.0,-1.0,0.0,0.07937918603420258,0.6815999150276184
22,7,-4.750024795532227,0.0,-5.0,0.0,-1.0,0.0,0.32663893699645996,0.928860068321228
23,9,-2.7992401123046875,0.0,-4.95141077041626,0.0,-1.0,0.0,0.3254067301750183,0.8793882727622986
24,8,5.0,0.0,4.750024795532227,0.0,-1.0,0.0,0.07937918603420258,0.6815999150276184
25,9,-2.7992401123046875,0.0,-4.95141077041626,0.0,-1.0,0.0,0.3254067301750183,0.8793882727622986
26,10,5.0,0.0,2.7992401123046875,0.0,-1.0,0.0,0.12885093688964844,0.681600034236908
27,10,5.0,0.0,2.7992401123046875,0.0,-1.0,0.0,0.12885093688964844,0.681600034236908
28,9,-2.7992401123046875,0.0,-4.95141077041626,0.0,-1.0,0.0,0.3254067301750183,0.8793882727622986
29,11,-1.2776838541030884,0.0,-4.812763690948486,0.0,-1.0,0.0,0.3218906819820404,0.8408017158508301
30,10,5.0,0.0,2.7992401123046875,0.0,-1.0,0.0,0.12885093688964844,0.681600034236908
