VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
0,284,206.70408630371094,2.6136653423309326,24.224349975585938,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.6666666865348816,0.3333333134651184,0.6666666865348816,0.3333333134651184,0.6666666865348816,0.3333333134651184
1,285,207.5144805908203,3.3004720211029053,25.849742889404297,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.8333333730697632,0.3333333134651184,0.8333333730697632,0.3333333134651184,0.8333333730697632,0.3333333134651184
2,286,208.93128967285156,1.9810729026794434,25.700864791870117,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.8333333730697632,0.16666662693023682,0.8333333730697632,0.16666662693023682,0.8333333730697632,0.16666662693023682
3,284,206.70408630371094,2.6136653423309326,24.224349975585938,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.6666666865348816,0.3333333134651184,0.6666666865348816,0.3333333134651184,0.6666666865348816,0.3333333134651184
4,286,208.93128967285156,1.9810729026794434,25.700864791870117,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.8333333730697632,0.16666662693023682,0.8333333730697632,0.16666662693023682,0.8333333730697632,0.16666662693023682
5,287,208.1208953857422,1.2942661046981812,24.075471878051758,0.9294117647058824,0.10196078431372549,0.01568627450980392,0.23529411764705882,0.6666666865348816,0.16666662693023682,0.6666666865348816,0.16666662693023682,0.6666666865348816,0.16666662693023682
6,288,207.5614013671875,2.465756416320801,25.676586151123047,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.1666666716337204,0.5,0.1666666716337204,0.5,0.1666666716337204,0.5
7,289,208.6896514892578,1.79328453540802,26.006834030151367,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.3333333432674408,0.5,0.3333333432674408,0.5,0.3333333432674408,0.5
8,290,208.53765869140625,1.0032544136047363,24.91735076904297,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.3333333432674408,0.3333333134651184,0.3333333432674408,0.3333333134651184,0.3333333432674408,0.3333333134651184
9,288,207.5614013671875,2.465756416320801,25.676586151123047,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.1666666716337204,0.5,0.1666666716337204,0.5,0.1666666716337204,0.5
10,290,208.53765869140625,1.0032544136047363,24.91735076904297,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.3333333432674408,0.3333333134651184,0.3333333432674408,0.3333333134651184,0.3333333432674408,0.3333333134651184
11,291,207.409423828125,1.675726294517517,24.58710289001465,0.9568627450980393,0.17647058823529413,0.043137254901960784,0.5294117647058824,0.1666666716337204,0.3333333134651184,0.1666666716337204,0.3333333134651184,0.1666666716337204,0.3333333134651184
12,292,207.1243438720703,1.765556812286377,25.09246253967285,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,0.8333333730697632,0.8333333134651184,0.8333333730697632,0.8333333134651184,0.8333333730697632,0.8333333134651184
13,293,207.77523803710938,1.818161964416504,25.805788040161133,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,1.0,0.8333333134651184,1.0,0.8333333134651184,1.0,0.8333333134651184
14,294,208.2622528076172,1.0791947841644287,25.4158935546875,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,1.0,0.6666666269302368,1.0,0.6666666269302368,1.0,0.6666666269302368
15,292,207.1243438720703,1.765556812286377,25.09246253967285,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,0.8333333730697632,0.8333333134651184,0.8333333730697632,0.8333333134651184,0.8333333730697632,0.8333333134651184
16,294,208.2622528076172,1.0791947841644287,25.4158935546875,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,1.0,0.6666666269302368,1.0,0.6666666269302368,1.0,0.6666666269302368
17,295,207.61135864257812,1.0265895128250122,24.70256805419922,0.9803921568627451,0.2627450980392157,0.0784313725490196,0.4196078431372549,0.8333333730697632,0.6666666269302368,0.8333333730697632,0.6666666269302368,0.8333333730697632,0.6666666269302368
18,296,207.8895263671875,1.0883325338363647,24.870769500732422,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.3333333432674408,1.0,0.3333333432674408,1.0,0.3333333432674408,1.0
19,297,208.06044006347656,1.0581274032592773,25.005847930908203,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.5,1.0,0.5,1.0,0.5,1.0
20,298,208.1309051513672,0.8923748135566711,24.879619598388672,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.5,0.8333333134651184,0.5,0.8333333134651184,0.5,0.8333333134651184
21,296,207.8895263671875,1.0883325338363647,24.870769500732422,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.3333333432674408,1.0,0.3333333432674408,1.0,0.3333333432674408,1.0
22,298,208.1309051513672,0.8923748135566711,24.879619598388672,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.5,0.8333333134651184,0.5,0.8333333134651184,0.5,0.8333333134651184
23,299,207.95999145507812,0.922579824924469,24.74454116821289,1.0,0.3843137254901961,0.13333333333333333,0.10196078431372549,0.3333333432674408,0.8333333134651184,0.3333333432674408,0.8333333134651184,0.3333333432674408,0.8333333134651184
