VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-6.140429496765137,3.88134503364563,3.3626952171325684,0.8129777908325195,0.015274330973625183
1,1,6.140429496765137,3.88134503364563,3.3626952171325684,0.02143809199333191,0.015274330973625183
2,2,6.140429496765137,3.88134503364563,-3.3627147674560547,0.02143809199333191,0.4487479329109192
3,0,-6.140429496765137,3.88134503364563,3.3626952171325684,0.8129777908325195,0.015274330973625183
4,2,6.140429496765137,3.88134503364563,-3.3627147674560547,0.02143809199333191,0.4487479329109192
5,3,-6.140429496765137,3.88134503364563,-3.3627147674560547,0.8129777908325195,0.4487479329109192
6,4,6.140429496765137,3.88134503364563,3.3626952171325684,0.8437131643295288,0.972602128982544
7,5,6.140429496765137,0.0,3.3626952171325684,0.9829822778701782,0.9726022481918335
8,6,6.140429496765137,0.0,-3.3627147674560547,0.9829821586608887,0.6400188207626343
9,4,6.140429496765137,3.88134503364563,3.3626952171325684,0.8437131643295288,0.972602128982544
10,6,6.140429496765137,0.0,-3.3627147674560547,0.9829821586608887,0.6400188207626343
11,7,6.140429496765137,3.88134503364563,-3.3627147674560547,0.8437132835388184,0.6400188207626343
12,8,-6.140429496765137,0.0,-3.3627147674560547,0.9829822778701782,0.03270900249481201
13,7,6.140429496765137,3.88134503364563,-3.3627147674560547,0.8437132835388184,0.6400188207626343
14,6,6.140429496765137,0.0,-3.3627147674560547,0.9829821586608887,0.6400188207626343
15,8,-6.140429496765137,0.0,-3.3627147674560547,0.9829822778701782,0.03270900249481201
16,9,-6.140429496765137,3.88134503364563,-3.3627147674560547,0.8437132835388184,0.03270876407623291
17,7,6.140429496765137,3.88134503364563,-3.3627147674560547,0.8437132835388184,0.6400188207626343
18,10,-6.140429496765137,0.0,3.3627147674560547,0.12783914804458618,0.7377161979675293
19,11,-6.140429496765137,3.88134503364563,3.3626952171325684,0.1278390884399414,0.9878811836242676
20,12,-6.140429496765137,3.88134503364563,-3.3627147674560547,0.6140333414077759,0.9878811240196228
21,10,-6.140429496765137,0.0,3.3627147674560547,0.12783914804458618,0.7377161979675293
22,12,-6.140429496765137,3.88134503364563,-3.3627147674560547,0.6140333414077759,0.9878811240196228
23,13,-6.140429496765137,0.0,-3.3627147674560547,0.614033579826355,0.7377161979675293
24,14,6.140429496765137,0.0,3.3626952171325684,0.02143821120262146,0.46972745656967163
25,15,6.140429496765137,3.88134503364563,3.3626952171325684,0.021438300609588623,0.7198922634124756
26,16,-6.140429496765137,3.88134503364563,3.3626952171325684,0.8129779100418091,0.7198922634124756
27,14,6.140429496765137,0.0,3.3626952171325684,0.02143821120262146,0.46972745656967163
28,16,-6.140429496765137,3.88134503364563,3.3626952171325684,0.8129779100418091,0.7198922634124756
29,17,-6.140429496765137,0.0,3.3627147674560547,0.8129779100418091,0.46972739696502686
