VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_NORMAL0.w,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,0.019417723640799522,0.012156196869909763,-0.18607421219348907,-0.859375,0.0718994140625,0.50634765625,0.0,0.4912109375,0.0037670135498046875
1,1,0.05546508729457855,0.5947318077087402,-0.2076074182987213,-0.859375,0.06903076171875,0.50634765625,0.0,0.4912109375,0.06512451171875
2,2,-0.08028198033571243,0.5955628156661987,-0.4380834996700287,-0.859375,0.068603515625,0.50634765625,0.0,0.51953125,0.06512451171875
3,3,0.07201538234949112,0.993703305721283,-0.2320849597454071,-0.8359375,0.2412109375,0.4931640625,0.0,0.49267578125,0.1070556640625
4,2,-0.08028198033571243,0.5955628156661987,-0.4380834996700287,-0.859375,0.068603515625,0.50634765625,0.0,0.51953125,0.06512451171875
5,1,0.05546508729457855,0.5947318077087402,-0.2076074182987213,-0.859375,0.06903076171875,0.50634765625,0.0,0.4912109375,0.06512451171875
6,3,0.07201538234949112,0.993703305721283,-0.2320849597454071,-0.8359375,0.2412109375,0.4931640625,0.0,0.49267578125,0.1070556640625
7,4,-0.04963500797748566,0.9944564700126648,-0.43861082196235657,-0.8359375,0.2412109375,0.4931640625,0.0,0.51806640625,0.10711669921875
8,2,-0.08028198033571243,0.5955628156661987,-0.4380834996700287,-0.859375,0.068603515625,0.50634765625,0.0,0.51953125,0.06512451171875
9,5,0.24882446229457855,1.5069471597671509,-0.34739989042282104,-0.75634765625,0.4775390625,0.447265625,0.0,0.493896484375,0.1654052734375
10,4,-0.04963500797748566,0.9944564700126648,-0.43861082196235657,-0.8359375,0.2412109375,0.4931640625,0.0,0.51806640625,0.10711669921875
11,3,0.07201538234949112,0.993703305721283,-0.2320849597454071,-0.8359375,0.2412109375,0.4931640625,0.0,0.49267578125,0.1070556640625
12,5,0.24882446229457855,1.5069471597671509,-0.34739989042282104,-0.75634765625,0.4775390625,0.447265625,0.0,0.493896484375,0.1654052734375
13,6,0.13850708305835724,1.5076274871826172,-0.5346899032592773,-0.75634765625,0.477783203125,0.447265625,0.0,0.5166015625,0.1654052734375
14,4,-0.04963500797748566,0.9944564700126648,-0.43861082196235657,-0.8359375,0.2412109375,0.4931640625,0.0,0.51806640625,0.10711669921875
15,6,0.13850708305835724,1.5076274871826172,-0.5346899032592773,-0.75634765625,0.477783203125,0.447265625,0.0,0.5166015625,0.1654052734375
16,5,0.24882446229457855,1.5069471597671509,-0.34739989042282104,-0.75634765625,0.4775390625,0.447265625,0.0,0.493896484375,0.1654052734375
17,7,0.5038720369338989,1.921610713005066,-0.5257470607757568,-0.66552734375,0.63330078125,0.394287109375,0.0,0.49658203125,0.2197265625
18,6,0.13850708305835724,1.5076274871826172,-0.5346899032592773,-0.75634765625,0.477783203125,0.447265625,0.0,0.5166015625,0.1654052734375
19,7,0.5038720369338989,1.921610713005066,-0.5257470607757568,-0.66552734375,0.63330078125,0.394287109375,0.0,0.49658203125,0.2197265625
20,8,0.41941526532173157,1.922123670578003,-0.6691308617591858,-0.66552734375,0.63330078125,0.394287109375,0.0,0.51416015625,0.2197265625
21,8,0.41941526532173157,1.922123670578003,-0.6691308617591858,-0.66552734375,0.63330078125,0.394287109375,0.0,0.51416015625,0.2197265625
22,7,0.5038720369338989,1.921610713005066,-0.5257470607757568,-0.66552734375,0.63330078125,0.394287109375,0.0,0.49658203125,0.2197265625
23,9,0.761871337890625,2.2514684200286865,-0.7731274366378784,-0.59130859375,0.72607421875,0.35107421875,0.0,0.50537109375,0.27001953125
24,10,2.429598569869995,0.0,2.557262897491455,-0.90283203125,0.1754150390625,0.392578125,0.0,0.3779296875,0.908203125
25,11,2.3877551555633545,0.2055264562368393,2.3691625595092773,-0.89990234375,0.1990966796875,0.388427734375,0.0,0.394287109375,0.9287109375
26,12,2.3596818447113037,0.0,2.3964173793792725,-0.90283203125,0.1754150390625,0.392578125,0.0,0.39404296875,0.90966796875
27,10,2.429598569869995,0.0,2.557262897491455,-0.90283203125,0.1754150390625,0.392578125,0.0,0.3779296875,0.908203125
28,13,2.459129571914673,0.22287845611572266,2.5256128311157227,-0.8994140625,0.19970703125,0.38818359375,0.0,0.37744140625,0.92919921875
29,11,2.3877551555633545,0.2055264562368393,2.3691625595092773,-0.89990234375,0.1990966796875,0.388427734375,0.0,0.394287109375,0.9287109375
30,11,2.3877551555633545,0.2055264562368393,2.3691625595092773,-0.89990234375,0.1990966796875,0.388427734375,0.0,0.394287109375,0.9287109375
31,13,2.459129571914673,0.22287845611572266,2.5256128311157227,-0.8994140625,0.19970703125,0.38818359375,0.0,0.37744140625,0.92919921875
32,14,2.4782824516296387,0.34129810333251953,2.4938182830810547,-0.84716796875,0.406982421875,0.34130859375,0.0,0.37744140625,0.94189453125
33,11,2.3877551555633545,0.2055264562368393,2.3691625595092773,-0.89990234375,0.1990966796875,0.388427734375,0.0,0.394287109375,0.9287109375
34,14,2.4782824516296387,0.34129810333251953,2.4938182830810547,-0.84716796875,0.406982421875,0.34130859375,0.0,0.37744140625,0.94189453125
35,15,2.414329767227173,0.32574865221977234,2.353627920150757,-0.84716796875,0.406982421875,0.34130859375,0.0,0.394287109375,0.94140625
36,15,2.414329767227173,0.32574865221977234,2.353627920150757,-0.84716796875,0.406982421875,0.34130859375,0.0,0.394287109375,0.94140625
37,14,2.4782824516296387,0.34129810333251953,2.4938182830810547,-0.84716796875,0.406982421875,0.34130859375,0.0,0.37744140625,0.94189453125
38,16,2.5533995628356934,0.48457732796669006,2.435683488845825,-0.73779296875,0.61962890625,0.267822265625,0.0,0.377685546875,0.96142578125
39,15,2.414329767227173,0.32574865221977234,2.353627920150757,-0.84716796875,0.406982421875,0.34130859375,0.0,0.394287109375,0.94140625
40,16,2.5533995628356934,0.48457732796669006,2.435683488845825,-0.73779296875,0.61962890625,0.267822265625,0.0,0.377685546875,0.96142578125
41,17,2.4954028129577637,0.47047674655914307,2.3085522651672363,-0.73779296875,0.61962890625,0.267822265625,0.0,0.39404296875,0.96142578125
42,17,2.4954028129577637,0.47047674655914307,2.3085522651672363,-0.73779296875,0.61962890625,0.267822265625,0.0,0.39404296875,0.96142578125
43,16,2.5533995628356934,0.48457732796669006,2.435683488845825,-0.73779296875,0.61962890625,0.267822265625,0.0,0.377685546875,0.96142578125
44,18,2.648284912109375,0.5917338728904724,2.3623340129852295,-0.62744140625,0.75146484375,0.2030029296875,0.0,0.379638671875,0.97998046875
45,17,2.4954028129577637,0.47047674655914307,2.3085522651672363,-0.73779296875,0.61962890625,0.267822265625,0.0,0.39404296875,0.96142578125
46,18,2.648284912109375,0.5917338728904724,2.3623340129852295,-0.62744140625,0.75146484375,0.2030029296875,0.0,0.379638671875,0.97998046875
47,19,2.603879451751709,0.580937385559082,2.2649974822998047,-0.62744140625,0.75146484375,0.2030029296875,0.0,0.39208984375,0.97998046875
48,19,2.603879451751709,0.580937385559082,2.2649974822998047,-0.62744140625,0.75146484375,0.2030029296875,0.0,0.39208984375,0.97998046875
49,18,2.648284912109375,0.5917338728904724,2.3623340129852295,-0.62744140625,0.75146484375,0.2030029296875,0.0,0.379638671875,0.97998046875
50,20,2.7348179817199707,0.667400062084198,2.255068302154541,-0.53662109375,0.830078125,0.1527099609375,0.0,0.385986328125,0.9970703125
51,21,-1.0738781690597534,1.004226565361023,-2.010187864303589,-0.8662109375,0.33349609375,0.371826171875,0.0,0.86962890625,0.8583984375
52,22,-1.031581997871399,1.0038955211639404,-1.9113317728042603,-0.8662109375,0.33349609375,0.371826171875,0.0,0.857421875,0.8583984375
53,23,-0.9726598858833313,1.1872600317001343,-1.9944067001342773,-0.830078125,0.428466796875,0.356689453125,0.0,0.86376953125,0.88134765625
54,22,-1.031581997871399,1.0038955211639404,-1.9113317728042603,-0.8662109375,0.33349609375,0.371826171875,0.0,0.857421875,0.8583984375
55,21,-1.0738781690597534,1.004226565361023,-2.010187864303589,-0.8662109375,0.33349609375,0.371826171875,0.0,0.86962890625,0.8583984375
56,24,-1.145845890045166,0.782105028629303,-1.998043179512024,-0.89990234375,0.204345703125,0.3857421875,0.0,0.87158203125,0.83154296875
