VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-5.146874904632568,0.10032567381858826,-24.542755126953125,-1.0,0.0,0.0,0.9433020353317261,0.005665808916091919
1,1,-5.146874904632568,0.10032567381858826,-35.845455169677734,-1.0,0.0,0.0,0.9433020353317261,0.9946329593658447
2,2,-5.146874904632568,-0.08816228806972504,-35.845455169677734,-1.0,0.0,0.0,0.9544112086296082,0.9946329593658447
3,0,-5.146874904632568,0.10032567381858826,-24.542755126953125,-1.0,0.0,0.0,0.9433020353317261,0.005665808916091919
4,2,-5.146874904632568,-0.08816228806972504,-35.845455169677734,-1.0,0.0,0.0,0.9544112086296082,0.9946329593658447
5,3,-5.146874904632568,-0.08816228806972504,-24.542755126953125,-1.0,0.0,0.0,0.9544112086296082,0.005665808916091919
6,4,5.130995750427246,0.10032674670219421,-24.522281646728516,-1.0392378158030624e-07,1.0,0.0,0.04427681863307953,0.005665808916091919
7,5,5.130995750427246,0.10032674670219421,-35.83180618286133,-1.0392378158030624e-07,1.0,0.0,0.04427682235836983,0.9946329593658447
8,6,-5.146874904632568,0.10032567381858826,-35.845455169677734,-1.0392378158030624e-07,1.0,0.0,0.9433020353317261,0.9946329593658447
9,4,5.130995750427246,0.10032674670219421,-24.522281646728516,-1.0392378158030624e-07,1.0,0.0,0.04427681863307953,0.005665808916091919
10,6,-5.146874904632568,0.10032567381858826,-35.845455169677734,-1.0392378158030624e-07,1.0,0.0,0.9433020353317261,0.9946329593658447
11,7,-5.146874904632568,0.10032567381858826,-24.542755126953125,-1.0392378158030624e-07,1.0,0.0,0.9433020353317261,0.005665808916091919
12,8,5.130995750427246,-0.08816121518611908,-35.83180618286133,1.0,0.0,0.0,0.03316785767674446,0.9946329593658447
13,9,5.130995750427246,0.10032674670219421,-35.83180618286133,1.0,0.0,0.0,0.04427682235836983,0.9946329593658447
14,10,5.130995750427246,0.10032674670219421,-24.522281646728516,1.0,0.0,0.0,0.04427681863307953,0.005665808916091919
15,8,5.130995750427246,-0.08816121518611908,-35.83180618286133,1.0,0.0,0.0,0.03316785767674446,0.9946329593658447
16,10,5.130995750427246,0.10032674670219421,-24.522281646728516,1.0,0.0,0.0,0.04427681863307953,0.005665808916091919
17,11,5.130995750427246,-0.08816121518611908,-24.522281646728516,1.0,0.0,0.0,0.03316785395145416,0.005665808916091919
