VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-9.328465461730957,0.04405546560883522,25.58656120300293,4.4942426681518555,0.9911120533943176
1,1,-9.328458786010742,0.04405546933412552,46.15393829345703,4.4942426681518555,0.010584630072116852
2,2,8.584254264831543,0.04405546933412552,46.15393829345703,4.01382303237915,0.010584630072116852
3,0,-9.328465461730957,0.04405546560883522,25.58656120300293,4.4942426681518555,0.9911120533943176
4,2,8.584254264831543,0.04405546933412552,46.15393829345703,4.01382303237915,0.010584630072116852
5,3,8.584242820739746,0.04405546560883522,25.586565017700195,4.013823509216309,0.9911120533943176
6,4,-9.328472137451172,0.04405546933412552,6.624372482299805,4.989604949951172,0.9911120533943176
7,5,-9.328465461730957,0.04405546560883522,25.58656120300293,4.989604473114014,0.010584630072116852
8,6,8.584242820739746,0.04405546560883522,25.586565017700195,4.509184837341309,0.010584630072116852
9,4,-9.328472137451172,0.04405546933412552,6.624372482299805,4.989604949951172,0.9911120533943176
10,6,8.584242820739746,0.04405546560883522,25.586565017700195,4.509184837341309,0.010584630072116852
11,7,8.584232330322266,0.04405546933412552,6.624372959136963,4.509185314178467,0.9911120533943176
