VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_NORMAL0.w,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,4.599229335784912,0.003916751127690077,2.217787981033325,-0.99951171875,0.0,0.036529541015625,0.0,0.00411224365234375,0.460205078125
1,1,4.45566987991333,0.2033098340034485,-1.7091540098190308,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.0053253173828125
2,2,4.45566987991333,0.003916751127690077,-1.7091540098190308,-0.99951171875,0.0,0.036529541015625,0.0,0.00411224365234375,0.0053253173828125
3,0,4.599229335784912,0.003916751127690077,2.217787981033325,-0.99951171875,0.0,0.036529541015625,0.0,0.00411224365234375,0.460205078125
4,3,4.599229335784912,0.2033098340034485,2.217787981033325,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.460205078125
5,1,4.45566987991333,0.2033098340034485,-1.7091540098190308,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.0053253173828125
6,3,4.599229335784912,0.2033098340034485,2.217787981033325,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.460205078125
7,4,4.7286458015441895,0.6081494688987732,-1.7191332578659058,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.0053253173828125
8,1,4.45566987991333,0.2033098340034485,-1.7091540098190308,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.0053253173828125
9,3,4.599229335784912,0.2033098340034485,2.217787981033325,-0.91064453125,0.411865234375,0.033294677734375,0.0,0.0269775390625,0.460205078125
10,5,4.8722052574157715,0.6081494688987732,2.20780873298645,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.460205078125
11,4,4.7286458015441895,0.6081494688987732,-1.7191332578659058,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.0053253173828125
12,6,4.981423854827881,1.6613669395446777,2.2038159370422363,-0.994140625,0.10198974609375,0.036651611328125,0.0,0.20556640625,0.460205078125
13,4,4.7286458015441895,0.6081494688987732,-1.7191332578659058,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.0053253173828125
14,5,4.8722052574157715,0.6081494688987732,2.20780873298645,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.460205078125
15,6,4.981423854827881,1.6613669395446777,2.2038159370422363,-0.994140625,0.10198974609375,0.036651611328125,0.0,0.20556640625,0.460205078125
16,7,4.837864398956299,1.6863278150558472,-1.7231260538101196,-0.994140625,0.10198974609375,0.036651611328125,0.0,0.20556640625,0.0053253173828125
17,4,4.7286458015441895,0.6081494688987732,-1.7191332578659058,-0.96728515625,0.251708984375,0.03558349609375,0.0,0.0830078125,0.0053253173828125
18,8,4.981423854827881,1.6613669395446777,2.2038159370422363,0.0002321004867553711,1.0,0.00634765625,0.0,0.20556640625,0.460205078125
19,9,5.205100059509277,1.6613669395446777,2.19563889503479,0.0002321004867553711,1.0,0.00634765625,0.0,0.2313232421875,0.460205078125
20,10,5.061540603637695,1.6863278150558472,-1.731303095817566,0.0002321004867553711,1.0,0.00634765625,0.0,0.2313232421875,0.0053253173828125
21,8,4.981423854827881,1.6613669395446777,2.2038159370422363,0.0002321004867553711,1.0,0.00634765625,0.0,0.20556640625,0.460205078125
22,10,5.061540603637695,1.6863278150558472,-1.731303095817566,0.0002321004867553711,1.0,0.00634765625,0.0,0.2313232421875,0.0053253173828125
23,11,4.837864398956299,1.6863278150558472,-1.7231260538101196,0.0002321004867553711,1.0,0.00634765625,0.0,0.20556640625,0.0053253173828125
24,12,5.587294101715088,0.2033098340034485,2.181666612625122,0.91064453125,0.411865234375,-0.033294677734375,0.0,0.409912109375,0.460205078125
25,13,5.587294101715088,0.003916751127690077,2.181666612625122,0.99951171875,0.0,-0.036529541015625,0.0,0.432861328125,0.460205078125
26,14,5.443735122680664,0.003916751127690077,-1.7452752590179443,0.99951171875,0.0,-0.036529541015625,0.0,0.432861328125,0.0053253173828125
27,12,5.587294101715088,0.2033098340034485,2.181666612625122,0.91064453125,0.411865234375,-0.033294677734375,0.0,0.409912109375,0.460205078125
28,14,5.443735122680664,0.003916751127690077,-1.7452752590179443,0.99951171875,0.0,-0.036529541015625,0.0,0.432861328125,0.0053253173828125
29,15,5.443735122680664,0.2033098340034485,-1.7452752590179443,0.91064453125,0.411865234375,-0.033294677734375,0.0,0.409912109375,0.0053253173828125
30,16,5.314318656921387,0.6081494688987732,2.191646099090576,0.96728515625,0.251708984375,-0.035125732421875,0.0,0.35400390625,0.460205078125
31,12,5.587294101715088,0.2033098340034485,2.181666612625122,0.91064453125,0.411865234375,-0.033294677734375,0.0,0.409912109375,0.460205078125
