VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
0,300,207.63265991210938,0.9805019497871399,24.618398666381836,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.75,0.5,0.75,0.5,0.75,0.5
1,301,207.6326446533203,1.9576513767242432,24.618375778198242,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.875,0.5,0.875,0.5,0.875,0.5
2,302,208.26368713378906,1.9449429512023926,25.234331130981445,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.875,0.25,0.875,0.25,0.875,0.25
3,300,207.63265991210938,0.9805019497871399,24.618398666381836,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.75,0.5,0.75,0.5,0.75,0.5
4,302,208.26368713378906,1.9449429512023926,25.234331130981445,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.875,0.25,0.875,0.25,0.875,0.25
5,303,208.26370239257812,0.9677935242652893,25.23435401916504,1.0,0.08627450980392157,0.03137254901960784,0.32941176470588235,0.75,0.25,0.75,0.25,0.75,0.25
6,304,207.84031677246094,0.9273166060447693,24.642505645751953,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.125,0.5,0.125,0.5,0.125,0.5
7,305,207.84030151367188,1.8892191648483276,24.64252471923828,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.25,0.5,0.25,0.5,0.25,0.5
8,306,208.49716186523438,1.8757933378219604,25.28345489501953,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.25,0.25,0.25,0.25,0.25,0.25
9,304,207.84031677246094,0.9273166060447693,24.642505645751953,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.125,0.5,0.125,0.5,0.125,0.5
10,306,208.49716186523438,1.8757933378219604,25.28345489501953,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.25,0.25,0.25,0.25,0.25,0.25
11,307,208.49717712402344,0.9138907790184021,25.283435821533203,1.0,0.1568627450980392,0.054901960784313725,0.3607843137254902,0.125,0.25,0.125,0.25,0.125,0.25
12,308,207.81031799316406,0.91948002576828,24.699302673339844,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,0.875,0.75,0.875,0.75,0.875,0.75
13,309,207.810302734375,2.2338201999664307,24.69928741455078,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,1.0,0.75,1.0,0.75,1.0,0.75
14,310,208.33477783203125,2.2231643199920654,25.211105346679688,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,1.0,0.5,1.0,0.5,1.0,0.5
15,308,207.81031799316406,0.91948002576828,24.699302673339844,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,0.875,0.75,0.875,0.75,0.875,0.75
16,310,208.33477783203125,2.2231643199920654,25.211105346679688,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,1.0,0.5,1.0,0.5,1.0,0.5
17,311,208.3347930908203,0.9088241457939148,25.21112060546875,1.0,0.2196078431372549,0.07450980392156863,0.3764705882352941,0.875,0.5,0.875,0.5,0.875,0.5
18,312,207.681640625,1.0353928804397583,24.680376052856445,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.625,0.25,0.625,0.25,0.625,0.25
19,313,207.68165588378906,2.4724152088165283,24.68035125732422,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.75,0.25,0.75,0.25,0.75,0.25
20,314,208.4943389892578,2.455777883529663,25.473297119140625,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.75,0.0,0.75,0.0,0.75,0.0
21,312,207.681640625,1.0353928804397583,24.680376052856445,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.625,0.25,0.625,0.25,0.625,0.25
22,314,208.4943389892578,2.455777883529663,25.473297119140625,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.75,0.0,0.75,0.0,0.75,0.0
23,315,208.49432373046875,1.018755555152893,25.47332191467285,1.0,0.08627450980392157,0.03137254901960784,0.10980392156862745,0.625,0.0,0.625,0.0,0.625,0.0
24,316,208.0055389404297,0.49037593603134155,24.688796997070312,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.125,1.0,0.125,1.0,0.125,1.0
25,317,208.0055694580078,0.7129997611045837,24.688766479492188,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.25,1.0,0.25,1.0,0.25,1.0
26,318,208.1151885986328,0.7107996344566345,24.79576873779297,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.25,0.75,0.25,0.75,0.25,0.75
27,316,208.0055389404297,0.49037593603134155,24.688796997070312,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.125,1.0,0.125,1.0,0.125,1.0
28,318,208.1151885986328,0.7107996344566345,24.79576873779297,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.25,0.75,0.25,0.75,0.25,0.75
29,319,208.1151580810547,0.48817580938339233,24.795799255371094,1.0,0.9215686274509803,0.8313725490196079,0.08627450980392157,0.125,0.75,0.125,0.75,0.125,0.75
30,320,207.8516845703125,0.8120134472846985,24.538686752319336,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.5,0.75,0.5,0.75,0.5,0.75
31,321,207.85165405273438,2.1445298194885254,24.53868293762207,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.625,0.75,0.625,0.75,0.625,0.75
32,322,208.48846435546875,2.1315932273864746,25.160139083862305,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.625,0.5,0.625,0.5,0.625,0.5
33,320,207.8516845703125,0.8120134472846985,24.538686752319336,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.5,0.75,0.5,0.75,0.5,0.75
34,322,208.48846435546875,2.1315932273864746,25.160139083862305,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.625,0.5,0.625,0.5,0.625,0.5
35,323,208.48849487304688,0.7990770936012268,25.16014289855957,1.0,0.3215686274509804,0.10588235294117647,0.396078431372549,0.5,0.5,0.5,0.5,0.5,0.5
36,324,207.8325958251953,0.5995570421218872,24.7674560546875,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.75,1.0,0.75,1.0,0.75,1.0
37,325,207.8325958251953,1.5806126594543457,24.76744842529297,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.875,1.0,0.875,1.0,0.875,1.0
38,326,208.2624969482422,1.571880578994751,25.186973571777344,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.875,0.75,0.875,0.75,0.875,0.75
39,324,207.8325958251953,0.5995570421218872,24.7674560546875,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.75,1.0,0.75,1.0,0.75,1.0
40,326,208.2624969482422,1.571880578994751,25.186973571777344,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.875,0.75,0.875,0.75,0.875,0.75
41,327,208.2624969482422,0.5908248424530029,25.186981201171875,1.0,0.6392156862745098,0.30196078431372547,0.43529411764705883,0.75,0.75,0.75,0.75,0.75,0.75
