VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-9.61146354675293,2.885744054264704e-15,-10.697157859802246,0.0,1.0,0.0,0.7034881114959717,0.934260368347168
1,1,-12.015134811401367,2.885744054264704e-15,-11.542975425720215,0.0,1.0,0.0,0.8547000885009766,1.0
2,2,-14.3248291015625,1.6164776765401068e-15,-7.546018600463867,0.0,1.0,0.0,1.000000238418579,0.6893436908721924
3,2,-14.3248291015625,1.6164776765401068e-15,-7.546018600463867,0.0,1.0,0.0,1.000000238418579,0.6893436908721924
4,3,-5.668890476226807,1.6498246225196797e-15,-6.974123477935791,0.0,1.0,0.0,0.4554654359817505,0.6448941230773926
5,0,-9.61146354675293,2.885744054264704e-15,-10.697157859802246,0.0,1.0,0.0,0.7034881114959717,0.934260368347168
6,2,-14.3248291015625,1.6164776765401068e-15,-7.546018600463867,0.0,1.0,0.0,1.000000238418579,0.6893436908721924
7,4,-5.550729751586914,3.969655376811945e-16,-2.4687294960021973,0.0,1.0,0.0,0.4480321407318115,0.29472029209136963
8,3,-5.668890476226807,1.6498246225196797e-15,-6.974123477935791,0.0,1.0,0.0,0.4554654359817505,0.6448941230773926
9,4,-5.550729751586914,3.969655376811945e-16,-2.4687294960021973,0.0,1.0,0.0,0.4480321407318115,0.29472029209136963
10,5,-3.856093168258667,1.168610170349698e-15,-4.616357803344727,0.0,1.0,0.0,0.34142452478408813,0.46164095401763916
11,3,-5.668890476226807,1.6498246225196797e-15,-6.974123477935791,0.0,1.0,0.0,0.4554654359817505,0.6448941230773926
12,4,-5.550729751586914,3.969655376811945e-16,-2.4687294960021973,0.0,1.0,0.0,0.4480321407318115,0.29472029209136963
13,6,1.571199655532837,1.0342920133830759e-16,-0.07578031718730927,0.0,1.0,0.0,5.960464477539063e-08,0.10873258113861084
14,5,-3.856093168258667,1.168610170349698e-15,-4.616357803344727,0.0,1.0,0.0,0.34142452478408813,0.46164095401763916
15,4,-5.550729751586914,3.969655376811945e-16,-2.4687294960021973,0.0,1.0,0.0,0.4480321407318115,0.29472029209136963
16,7,0.41768181324005127,-2.9380743320812257e-16,1.3231910467147827,0.0,1.0,0.0,0.0725664496421814,0.0
17,6,1.571199655532837,1.0342920133830759e-16,-0.07578031718730927,0.0,1.0,0.0,5.960464477539063e-08,0.10873258113861084
