VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,0.7491393089294434,0.0,-2.58063006401062,0.0,1.0,0.0,0.963355302810669,0.2850845158100128
1,1,-1.0718133449554443,0.0,-3.2338778972625732,0.0,1.0,0.0,0.9960317015647888,0.1854691505432129
2,2,-3.790804624557495,0.0,-1.6137003898620605,0.0,1.0,0.0,0.9149882793426514,0.03672647476196289
3,2,-3.790804624557495,0.0,-1.6137003898620605,0.0,1.0,0.0,0.9149882793426514,0.03672647476196289
4,3,2.5462801456451416,0.0,-1.5430811643600464,0.0,1.0,0.0,0.9114558100700378,0.3833972215652466
5,0,0.7491393089294434,0.0,-2.58063006401062,0.0,1.0,0.0,0.963355302810669,0.2850845158100128
6,2,-3.790804624557495,0.0,-1.6137003898620605,0.0,1.0,0.0,0.9149882793426514,0.03672647476196289
7,4,-3.4663288593292236,0.0,0.9109551906585693,0.0,1.0,0.0,0.7887017130851746,0.054477035999298096
8,3,2.5462801456451416,0.0,-1.5430811643600464,0.0,1.0,0.0,0.9114558100700378,0.3833972215652466
9,4,-3.4663288593292236,0.0,0.9109551906585693,0.0,1.0,0.0,0.7887017130851746,0.054477035999298096
10,5,3.113471269607544,0.0,-0.44557520747184753,0.0,1.0,0.0,0.8565571904182434,0.41442546248435974
11,3,2.5462801456451416,0.0,-1.5430811643600464,0.0,1.0,0.0,0.9114558100700378,0.3833972215652466
12,4,-3.4663288593292236,0.0,0.9109551906585693,0.0,1.0,0.0,0.7887017130851746,0.054477035999298096
13,6,2.5961782932281494,0.0,1.2086715698242188,0.0,1.0,0.0,0.7738096117973328,0.38612693548202515
14,5,3.113471269607544,0.0,-0.44557520747184753,0.0,1.0,0.0,0.8565571904182434,0.41442546248435974
15,4,-3.4663288593292236,0.0,0.9109551906585693,0.0,1.0,0.0,0.7887017130851746,0.054477035999298096
16,7,-2.008540391921997,0.0,1.7767072916030884,0.0,1.0,0.0,0.7453957200050354,0.13422538340091705
17,6,2.5961782932281494,0.0,1.2086715698242188,0.0,1.0,0.0,0.7738096117973328,0.38612693548202515
18,7,-2.008540391921997,0.0,1.7767072916030884,0.0,1.0,0.0,0.7453957200050354,0.13422538340091705
19,8,1.281767725944519,0.0,2.7513625621795654,0.0,1.0,0.0,0.6966421604156494,0.31422197818756104
20,6,2.5961782932281494,0.0,1.2086715698242188,0.0,1.0,0.0,0.7738096117973328,0.38612693548202515
21,7,-2.008540391921997,0.0,1.7767072916030884,0.0,1.0,0.0,0.7453957200050354,0.13422538340091705
22,9,-0.3244166076183319,0.0,2.507291555404663,0.0,1.0,0.0,0.7088508605957031,0.22635552287101746
23,8,1.281767725944519,0.0,2.7513625621795654,0.0,1.0,0.0,0.6966421604156494,0.31422197818756104
24,9,-0.3244166076183319,0.0,2.507291555404663,0.0,1.0,0.0,0.7088508605957031,0.22635552287101746
25,10,1.2313591241836548,0.0,2.8509631156921387,0.0,1.0,0.0,0.6916600465774536,0.31146439909935
26,8,1.281767725944519,0.0,2.7513625621795654,0.0,1.0,0.0,0.6966421604156494,0.31422197818756104
