VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
0,1321,163.59075927734375,2.3184092044830322,26.973922729492188,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.0,0.25,0.0,0.25,0.0,0.25
1,1322,163.5907745361328,3.8868420124053955,26.973907470703125,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.125,0.25,0.125,0.25,0.125,0.25
2,1323,164.2264862060547,3.904083490371704,27.630088806152344,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.125,0.0,0.125,0.0,0.125,0.0
3,1321,163.59075927734375,2.3184092044830322,26.973922729492188,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.0,0.25,0.0,0.25,0.0,0.25
4,1323,164.2264862060547,3.904083490371704,27.630088806152344,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.125,0.0,0.125,0.0,0.125,0.0
5,1324,164.22647094726562,2.335650682449341,27.630104064941406,1.0,0.08627450980392157,0.03137254901960784,0.6313725490196078,0.0,0.0,0.0,0.0,0.0,0.0
6,1325,164.0052032470703,1.881540298461914,26.869277954101562,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.625,1.0,0.625,1.0,0.625,1.0
7,1326,164.0052032470703,3.0447206497192383,26.869281768798828,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.75,1.0,0.75,1.0,0.75,1.0
8,1327,164.4567413330078,3.0569138526916504,27.335277557373047,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.75,0.75,0.75,0.75,0.75,0.75
9,1325,164.0052032470703,1.881540298461914,26.869277954101562,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.625,1.0,0.625,1.0,0.625,1.0
10,1327,164.4567413330078,3.0569138526916504,27.335277557373047,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.75,0.75,0.75,0.75,0.75,0.75
11,1328,164.4567413330078,1.8937335014343262,27.33527374267578,1.0,0.6705882352941176,0.3568627450980392,0.8627450980392157,0.625,0.75,0.625,0.75,0.625,0.75
12,1329,163.6143035888672,2.131589412689209,26.729917526245117,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.25,0.5,0.25,0.5,0.25,0.5
13,1330,163.6143035888672,3.224691867828369,26.729890823364258,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.375,0.5,0.375,0.5,0.375,0.5
14,1331,164.43260192871094,3.2469282150268555,27.5745906829834,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.375,0.25,0.375,0.25,0.375,0.25
15,1329,163.6143035888672,2.131589412689209,26.729917526245117,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.25,0.5,0.25,0.5,0.25,0.5
16,1331,164.43260192871094,3.2469282150268555,27.5745906829834,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.375,0.25,0.375,0.25,0.375,0.25
17,1332,164.43260192871094,2.1538257598876953,27.574617385864258,1.0,0.12549019607843137,0.047058823529411764,0.792156862745098,0.25,0.25,0.25,0.25,0.25,0.25
18,1333,163.51609802246094,2.31109881401062,26.797609329223633,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.0,0.25,0.0,0.25,0.0,0.25
19,1334,163.51608276367188,3.9469621181488037,26.79762077331543,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.125,0.25,0.125,0.25,0.125,0.25
20,1335,164.29873657226562,3.968282461166382,27.605562210083008,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.125,0.0,0.125,0.0,0.125,0.0
21,1333,163.51609802246094,2.31109881401062,26.797609329223633,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.0,0.25,0.0,0.25,0.0,0.25
22,1335,164.29873657226562,3.968282461166382,27.605562210083008,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.125,0.0,0.125,0.0,0.125,0.0
23,1336,164.2987518310547,2.3324191570281982,27.60555076599121,1.0,0.08627450980392157,0.03137254901960784,0.6352941176470588,0.0,0.0,0.0,0.0,0.0,0.0
24,1337,163.84341430664062,2.1307926177978516,26.818483352661133,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.125,0.5,0.125,0.5,0.125,0.5
25,1338,163.8434295654297,3.6035022735595703,26.818464279174805,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.25,0.5,0.25,0.5,0.25,0.5
26,1339,164.6522979736328,3.6252055168151855,27.653074264526367,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.25,0.25,0.25,0.25,0.25,0.25
27,1337,163.84341430664062,2.1307926177978516,26.818483352661133,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.125,0.5,0.125,0.5,0.125,0.5
28,1339,164.6522979736328,3.6252055168151855,27.653074264526367,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.25,0.25,0.25,0.25,0.25,0.25
29,1340,164.65228271484375,2.152495861053467,27.653093338012695,1.0,0.15294117647058825,0.054901960784313725,0.807843137254902,0.125,0.25,0.125,0.25,0.125,0.25
30,1341,164.03842163085938,1.9594707489013672,26.803178787231445,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.0,0.75,0.0,0.75,0.0,0.75
31,1342,164.03842163085938,2.854689598083496,26.80320930480957,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.125,0.75,0.125,0.75,0.125,0.75
32,1343,164.63458251953125,2.8707146644592285,27.418378829956055,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.125,0.5,0.125,0.5,0.125,0.5
33,1341,164.03842163085938,1.9594707489013672,26.803178787231445,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.0,0.75,0.0,0.75,0.0,0.75
34,1343,164.63458251953125,2.8707146644592285,27.418378829956055,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.125,0.5,0.125,0.5,0.125,0.5
35,1344,164.63458251953125,1.9754958152770996,27.41834831237793,1.0,0.5215686274509804,0.17254901960784313,0.9529411764705882,0.0,0.5,0.0,0.5,0.0,0.5
36,1345,163.79571533203125,2.0500571727752686,26.76215934753418,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.5,0.75,0.5,0.75,0.5,0.75
37,1346,163.79568481445312,3.004455327987671,26.76216697692871,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.625,0.75,0.625,0.75,0.625,0.75
38,1347,164.39337158203125,3.0207059383392334,27.379152297973633,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.625,0.5,0.625,0.5,0.625,0.5
39,1345,163.79571533203125,2.0500571727752686,26.76215934753418,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.5,0.75,0.5,0.75,0.5,0.75
40,1347,164.39337158203125,3.0207059383392334,27.379152297973633,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.625,0.5,0.625,0.5,0.625,0.5
41,1348,164.39340209960938,2.066307783126831,27.3791446685791,1.0,0.3333333333333333,0.11372549019607843,0.8901960784313725,0.5,0.5,0.5,0.5,0.5,0.5
42,1349,164.26663208007812,1.7166554927825928,26.912654876708984,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.125,1.0,0.125,1.0,0.125,1.0
43,1350,164.26663208007812,2.023364782333374,26.91262435913086,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.25,1.0,0.25,1.0,0.25,1.0
44,1351,164.40927124023438,2.027219533920288,27.059833526611328,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.25,0.75,0.25,0.75,0.25,0.75
45,1349,164.26663208007812,1.7166554927825928,26.912654876708984,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.125,1.0,0.125,1.0,0.125,1.0
46,1351,164.40927124023438,2.027219533920288,27.059833526611328,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.25,0.75,0.25,0.75,0.25,0.75
47,1352,164.40927124023438,1.7205102443695068,27.059864044189453,1.0,0.9137254901960784,0.8156862745098039,0.20392156862745098,0.125,0.75,0.125,0.75,0.125,0.75
