VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_NORMAL0.w,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-2.0146324634552,2.469334363937378,-0.036419209092855453,0.9892578125,0.11541748046875,0.092041015625,0.0,0.49853515625,0.9140625
1,1,-2.0059444904327393,2.511765956878662,-0.18301020562648773,0.9892578125,0.11541748046875,0.092041015625,0.0,0.4853515625,0.91064453125
2,2,-2.018338680267334,2.493328332901001,-0.026678623631596565,0.9892578125,0.11541748046875,0.092041015625,0.0,0.498046875,0.916015625
3,3,2.0291264057159424,1.6787054538726807,-0.10905010253190994,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.443603515625,0.393798828125
4,4,2.063213348388672,1.580188274383545,-0.001408214564435184,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.446533203125,0.381103515625
5,5,2.0637691020965576,1.5957528352737427,0.016531595960259438,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.444580078125,0.38037109375
6,6,2.0291264057159424,1.6787054538726807,-0.10905010253190994,0.291259765625,0.8330078125,0.469970703125,0.0,0.443603515625,0.393798828125
7,7,2.0637691020965576,1.5957528352737427,0.016531595960259438,0.291259765625,0.8330078125,0.469970703125,0.0,0.444580078125,0.38037109375
8,8,2.087779998779297,1.5930907726287842,0.006367464084178209,0.291259765625,0.8330078125,0.469970703125,0.0,0.4423828125,0.38037109375
9,9,2.0832347869873047,1.5763320922851562,-0.013198218308389187,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.440185546875,0.38134765625
10,10,2.0291264057159424,1.6787054538726807,-0.10905010253190994,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.443603515625,0.393798828125
11,11,2.087779998779297,1.5930907726287842,0.006367464084178209,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.4423828125,0.38037109375
12,12,0.9845333099365234,1.6305673122406006,-0.10905010253190994,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.44384765625,0.410888671875
13,13,1.018620252609253,1.5320501327514648,-0.001408214564435184,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.446533203125,0.398193359375
14,14,1.0191761255264282,1.5476146936416626,0.016531595960259438,-0.9736328125,-0.156005859375,0.16552734375,0.0,0.444580078125,0.3974609375
15,15,0.9845333099365234,1.6305673122406006,-0.10905010253190994,0.291259765625,0.8330078125,0.469970703125,0.0,0.44384765625,0.410888671875
16,16,1.0191761255264282,1.5476146936416626,0.016531595960259438,0.291259765625,0.8330078125,0.469970703125,0.0,0.444580078125,0.3974609375
17,17,1.0431870222091675,1.544952630996704,0.006367464084178209,0.291259765625,0.8330078125,0.469970703125,0.0,0.4423828125,0.3974609375
18,18,1.0386416912078857,1.5281939506530762,-0.013198218308389187,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.440185546875,0.3984375
19,19,0.9845333099365234,1.6305673122406006,-0.10905010253190994,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.44384765625,0.410888671875
20,20,1.0431870222091675,1.544952630996704,0.006367464084178209,0.9228515625,0.1593017578125,-0.350830078125,0.0,0.4423828125,0.3974609375
21,21,2.5818254947662354,0.8183829188346863,0.07039310038089752,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.55419921875,0.66015625
22,22,2.5810048580169678,2.253060817718506,0.06775736808776855,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.41650390625,0.66015625
23,23,0.5474145412445068,2.25296950340271,0.07304321229457855,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.41650390625,0.85107421875
24,21,2.5818254947662354,0.8183829188346863,0.07039310038089752,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.55419921875,0.66015625
25,23,0.5474145412445068,2.25296950340271,0.07304321229457855,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.41650390625,0.85107421875
26,24,0.5472975969314575,0.8179810643196106,0.0756777822971344,0.002597808837890625,0.0018367767333984375,1.0,0.0,0.55419921875,0.85107421875
27,25,2.8101375102996826,0.6091037392616272,0.11340025812387466,0.0,0.0,1.0,0.0,0.166259765625,0.87548828125
28,26,2.331798553466797,2.8114497661590576,0.11340025812387466,0.0,0.0,1.0,0.0,0.166259765625,0.66064453125
29,27,1.4041558504104614,2.609971046447754,0.11340025812387466,0.0,0.0,1.0,0.0,0.0743408203125,0.66064453125
30,25,2.8101375102996826,0.6091037392616272,0.11340025812387466,0.0,0.0,1.0,0.0,0.166259765625,0.87548828125
31,27,1.4041558504104614,2.609971046447754,0.11340025812387466,0.0,0.0,1.0,0.0,0.0743408203125,0.66064453125
32,28,1.882494330406189,0.4076254069805145,0.11340025812387466,0.0,0.0,1.0,0.0,0.0743408203125,0.87548828125
33,29,2.8950276374816895,0.8303788304328918,-0.07784608006477356,-0.70703125,0.0,-0.70703125,0.0,0.26708984375,0.29541015625
