VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,2.8262808322906494,0.0,-2.4430811405181885,0.0,1.0,0.0,0.8407321572303772,0.9744573831558228
1,1,-0.6708612442016602,0.0,-5.520628929138184,0.0,1.0,0.0,0.9946749806404114,0.7831459641456604
2,2,-2.7718138694763184,0.0,-5.273876667022705,0.0,1.0,0.0,0.9823322892189026,0.6682132482528687
3,2,-2.7718138694763184,0.0,-5.273876667022705,0.0,1.0,0.0,0.9823322892189026,0.6682132482528687
4,3,-5.490804195404053,0.0,-3.1836998462677,0.0,1.0,0.0,0.8777788281440735,0.5194705724716187
5,0,2.8262808322906494,0.0,-2.4430811405181885,0.0,1.0,0.0,0.8407321572303772,0.9744573831558228
6,3,-5.490804195404053,0.0,-3.1836998462677,0.0,1.0,0.0,0.8777788281440735,0.5194705724716187
7,4,-5.166329383850098,0.0,-0.6590445637702942,0.0,1.0,0.0,0.7514923214912415,0.5372210741043091
8,0,2.8262808322906494,0.0,-2.4430811405181885,0.0,1.0,0.0,0.8407321572303772,0.9744573831558228
9,4,-5.166329383850098,0.0,-0.6590445637702942,0.0,1.0,0.0,0.7514923214912415,0.5372210741043091
10,5,3.113471269607544,0.0,-0.44557520747184753,0.0,1.0,0.0,0.7408143281936646,0.9901682138442993
11,0,2.8262808322906494,0.0,-2.4430811405181885,0.0,1.0,0.0,0.8407321572303772,0.9744573831558228
12,4,-5.166329383850098,0.0,-0.6590445637702942,0.0,1.0,0.0,0.7514923214912415,0.5372210741043091
13,6,-2.008540391921997,0.0,2.206707239151001,0.0,1.0,0.0,0.60814368724823,0.709968090057373
14,5,3.113471269607544,0.0,-0.44557520747184753,0.0,1.0,0.0,0.7408143281936646,0.9901682138442993
15,6,-2.008540391921997,0.0,2.206707239151001,0.0,1.0,0.0,0.60814368724823,0.709968090057373
16,7,2.5961782932281494,0.0,1.7586714029312134,0.0,1.0,0.0,0.6305550336837769,0.9618696570396423
17,5,3.113471269607544,0.0,-0.44557520747184753,0.0,1.0,0.0,0.7408143281936646,0.9901682138442993
18,6,-2.008540391921997,0.0,2.206707239151001,0.0,1.0,0.0,0.60814368724823,0.709968090057373
19,8,1.281767725944519,0.0,3.3013625144958496,0.0,1.0,0.0,0.5533876419067383,0.8899646997451782
20,7,2.5961782932281494,0.0,1.7586714029312134,0.0,1.0,0.0,0.6305550336837769,0.9618696570396423
21,6,-2.008540391921997,0.0,2.206707239151001,0.0,1.0,0.0,0.60814368724823,0.709968090057373
22,9,-0.3244166076183319,0.0,3.427290916442871,0.0,1.0,0.0,0.5470885038375854,0.802098274230957
23,8,1.281767725944519,0.0,3.3013625144958496,0.0,1.0,0.0,0.5533876419067383,0.8899646997451782
24,9,-0.3244166076183319,0.0,3.427290916442871,0.0,1.0,0.0,0.5470885038375854,0.802098274230957
25,10,1.2313591241836548,0.0,3.3409626483917236,0.0,1.0,0.0,0.551406741142273,0.8872070908546448
26,8,1.281767725944519,0.0,3.3013625144958496,0.0,1.0,0.0,0.5533876419067383,0.8899646997451782
