VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,1.0074223279953003,0.2545471787452698,0.9819545745849609,0.0454767569899559,0.7291244268417358
1,1,-1.1921217441558838,0.011192998848855495,0.3726016879081726,0.4447445571422577,0.7291243076324463
2,2,-1.178831934928894,-0.020049065351486206,0.3371071517467499,0.4447445571422577,0.7236328721046448
3,0,1.0074223279953003,0.2545471787452698,0.9819545745849609,0.0454767569899559,0.7291244268417358
4,2,-1.178831934928894,-0.020049065351486206,0.3371071517467499,0.4447445571422577,0.7236328721046448
5,3,1.02071213722229,0.2233051210641861,0.9464600086212158,0.04547687619924545,0.7236329317092896
6,4,1.179364800453186,1.60085928440094,-0.2066510021686554,0.5823974609375,0.6937169432640076
7,5,1.1660748720169067,1.6321014165878296,-0.17115646600723267,0.5823974609375,0.6992083191871643
8,6,1.2543432712554932,1.6354650259017944,-0.14106780290603638,0.598629891872406,0.6992083191871643
9,4,1.179364800453186,1.60085928440094,-0.2066510021686554,0.5823974609375,0.6937169432640076
10,6,1.2543432712554932,1.6354650259017944,-0.14106780290603638,0.598629891872406,0.6992083191871643
11,7,1.267633080482483,1.6042230129241943,-0.1765623390674591,0.598629891872406,0.6937169432640076
12,7,1.267633080482483,1.6042230129241943,-0.1765623390674591,0.598629891872406,0.6937169432640076
13,6,1.2543432712554932,1.6354650259017944,-0.14106780290603638,0.598629891872406,0.6992083191871643
14,8,1.308176040649414,1.6192045211791992,-0.10659927129745483,0.610103189945221,0.6992083191871643
15,7,1.267633080482483,1.6042230129241943,-0.1765623390674591,0.598629891872406,0.6937169432640076
16,8,1.308176040649414,1.6192045211791992,-0.10659927129745483,0.610103189945221,0.6992083191871643
17,9,1.3214658498764038,1.5879625082015991,-0.14209380745887756,0.610103189945221,0.6937169432640076
18,9,1.3214658498764038,1.5879625082015991,-0.14209380745887756,0.610103189945221,0.6937169432640076
19,8,1.308176040649414,1.6192045211791992,-0.10659927129745483,0.610103189945221,0.6992083191871643
20,10,1.3531608581542969,1.5845469236373901,-0.05925079062581062,0.6229645609855652,0.6992083191871643
21,9,1.3214658498764038,1.5879625082015991,-0.14209380745887756,0.610103189945221,0.6937169432640076
22,10,1.3531608581542969,1.5845469236373901,-0.05925079062581062,0.6229645609855652,0.6992083191871643
23,11,1.3664506673812866,1.55330491065979,-0.09474533051252365,0.6229644417762756,0.6937170624732971
24,11,1.3664506673812866,1.55330491065979,-0.09474533051252365,0.6229644417762756,0.6937170624732971
25,10,1.3531608581542969,1.5845469236373901,-0.05925079062581062,0.6229645609855652,0.6992083191871643
26,12,1.3734948635101318,1.5307836532592773,-0.0043152617290616035,0.6367952227592468,0.6992084383964539
27,11,1.3664506673812866,1.55330491065979,-0.09474533051252365,0.6229644417762756,0.6937170624732971
28,12,1.3734948635101318,1.5307836532592773,-0.0043152617290616035,0.6367952227592468,0.6992084383964539
29,13,1.3867846727371216,1.4995416402816772,-0.03980979695916176,0.6367952227592468,0.6937171816825867
30,13,1.3867846727371216,1.4995416402816772,-0.03980979695916176,0.6367952227592468,0.6937171816825867
31,12,1.3734948635101318,1.5307836532592773,-0.0043152617290616035,0.6367952227592468,0.6992084383964539
32,14,1.3736621141433716,1.473521113395691,0.04614940658211708,0.6500720381736755,0.6992083191871643
33,13,1.3867846727371216,1.4995416402816772,-0.03980979695916176,0.6367952227592468,0.6937171816825867
34,14,1.3736621141433716,1.473521113395691,0.04614940658211708,0.6500720381736755,0.6992083191871643
35,15,1.3869519233703613,1.4422789812088013,0.010654830373823643,0.6500720381736755,0.6937168836593628
36,15,1.3869519233703613,1.4422789812088013,0.010654830373823643,0.6500720381736755,0.6937168836593628
37,14,1.3736621141433716,1.473521113395691,0.04614940658211708,0.6500720381736755,0.6992083191871643
38,16,1.2481365203857422,0.4334338307380676,0.914627730846405,0.8867833018302917,0.6992083191871643
39,15,1.3869519233703613,1.4422789812088013,0.010654830373823643,0.6500720381736755,0.6937168836593628
40,16,1.2481365203857422,0.4334338307380676,0.914627730846405,0.8867833018302917,0.6992083191871643
41,17,1.261426329612732,0.40219175815582275,0.8791332244873047,0.8867833018302917,0.6937169432640076
42,17,1.261426329612732,0.40219175815582275,0.8791332244873047,0.8867833018302917,0.6937169432640076
43,16,1.2481365203857422,0.4334338307380676,0.914627730846405,0.8867833018302917,0.6992083191871643
44,18,1.2237510681152344,0.37051406502723694,0.9608789086341858,0.9010140299797058,0.6992083191871643
45,17,1.261426329612732,0.40219175815582275,0.8791332244873047,0.8867833018302917,0.6937169432640076
46,18,1.2237510681152344,0.37051406502723694,0.9608789086341858,0.9010140299797058,0.6992083191871643
47,19,1.2370408773422241,0.33927199244499207,0.9253843426704407,0.9010140299797058,0.6937171816825867
48,19,1.2370408773422241,0.33927199244499207,0.9253843426704407,0.9010140299797058,0.6937171816825867
49,18,1.2237510681152344,0.37051406502723694,0.9608789086341858,0.9010140299797058,0.6992083191871643
50,20,1.1694976091384888,0.3126295506954193,0.991515040397644,0.9158075451850891,0.6992083191871643
51,19,1.2370408773422241,0.33927199244499207,0.9253843426704407,0.9010140299797058,0.6937171816825867
52,20,1.1694976091384888,0.3126295506954193,0.991515040397644,0.9158075451850891,0.6992083191871643
53,21,1.1827874183654785,0.28138747811317444,0.9560204148292542,0.9158075451850891,0.6937168836593628
54,21,1.1827874183654785,0.28138747811317444,0.9560204148292542,0.9158075451850891,0.6937168836593628
55,20,1.1694976091384888,0.3126295506954193,0.991515040397644,0.9158075451850891,0.6992083191871643
56,22,1.089998483657837,0.26888376474380493,1.000253677368164,0.9316650032997131,0.6992083191871643
57,21,1.1827874183654785,0.28138747811317444,0.9560204148292542,0.9158075451850891,0.6937168836593628
58,22,1.089998483657837,0.26888376474380493,1.000253677368164,0.9316650032997131,0.6992083191871643
59,23,1.1032882928848267,0.23764170706272125,0.9647591710090637,0.9316648840904236,0.6937171816825867
60,23,1.1032882928848267,0.23764170706272125,0.9647591710090637,0.9316648840904236,0.6937171816825867
61,22,1.089998483657837,0.26888376474380493,1.000253677368164,0.9316650032997131,0.6992083191871643
62,24,1.0074223279953003,0.2545471787452698,0.9819545745849609,0.9465872049331665,0.6992083191871643
63,23,1.1032882928848267,0.23764170706272125,0.9647591710090637,0.9316648840904236,0.6937171816825867
64,24,1.0074223279953003,0.2545471787452698,0.9819545745849609,0.9465872049331665,0.6992083191871643
65,25,1.02071213722229,0.2233051210641861,0.9464600086212158,0.9465872645378113,0.6937169432640076
66,26,1.1660748720169067,1.6321014165878296,-0.17115646600723267,0.04779573529958725,0.6947129368782043
67,27,1.179364800453186,1.60085928440094,-0.2066510021686554,0.04779573529958725,0.7002043128013611
68,28,-1.004770278930664,1.3592100143432617,-0.8117349743843079,0.44426676630973816,0.7002041935920715
