VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-5.146874904632568,0.10032567381858826,-1.9373630285263062,-1.0,0.0,0.0,0.9507079124450684,0.005992770195007324
1,1,-5.146874904632568,0.10032567381858826,-13.240059852600098,-1.0,0.0,0.0,0.9507080316543579,0.9937072396278381
2,2,-5.146874904632568,-0.08816228806972504,-13.240059852600098,-1.0,0.0,0.0,0.9618028402328491,0.9937072396278381
3,0,-5.146874904632568,0.10032567381858826,-1.9373630285263062,-1.0,0.0,0.0,0.9507079124450684,0.005992770195007324
4,2,-5.146874904632568,-0.08816228806972504,-13.240059852600098,-1.0,0.0,0.0,0.9618028402328491,0.9937072396278381
5,3,-5.146874904632568,-0.08816228806972504,-1.9373630285263062,-1.0,0.0,0.0,0.9618027210235596,0.005992770195007324
6,4,5.130995750427246,0.10032674670219421,-1.937362790107727,-1.0392380289658831e-07,1.0,0.0,0.052821457386016846,0.005992889404296875
7,5,5.130995750427246,0.10032674670219421,-13.212761878967285,-1.0392379579116096e-07,1.0,0.0,0.052821576595306396,0.9937073588371277
8,6,-5.146874904632568,0.10032567381858826,-13.240059852600098,-1.0392380289658831e-07,1.0,0.0,0.9507080316543579,0.9937072396278381
9,4,5.130995750427246,0.10032674670219421,-1.937362790107727,-1.0392380289658831e-07,1.0,0.0,0.052821457386016846,0.005992889404296875
10,6,-5.146874904632568,0.10032567381858826,-13.240059852600098,-1.0392380289658831e-07,1.0,0.0,0.9507080316543579,0.9937072396278381
11,7,-5.146874904632568,0.10032567381858826,-1.9373630285263062,-1.0392380289658831e-07,1.0,0.0,0.9507079124450684,0.005992770195007324
12,8,5.130995750427246,-0.08816121518611908,-13.212761878967285,1.0,0.0,0.0,0.04172658920288086,0.9937073588371277
13,9,5.130995750427246,0.10032674670219421,-13.212761878967285,1.0,0.0,0.0,0.052821576595306396,0.9937073588371277
14,10,5.130995750427246,0.10032674670219421,-1.937362790107727,1.0,0.0,0.0,0.052821457386016846,0.005992889404296875
15,8,5.130995750427246,-0.08816121518611908,-13.212761878967285,1.0,0.0,0.0,0.04172658920288086,0.9937073588371277
16,10,5.130995750427246,0.10032674670219421,-1.937362790107727,1.0,0.0,0.0,0.052821457386016846,0.005992889404296875
17,11,5.130995750427246,-0.08816121518611908,-1.937362790107727,1.0,0.0,0.0,0.04172646999359131,0.005992889404296875
