VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
0,16,492.7737731933594,357.95904541015625,-277.3374328613281,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,0.0,1.0,0.0,1.0,0.0,1.0
1,17,492.7744445800781,357.95904541015625,-277.3367614746094,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,1.0,1.0,1.0,1.0,1.0,1.0
2,18,492.7748718261719,357.95831298828125,-277.3371887207031,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,1.0,0.0,1.0,0.0,1.0,0.0
3,16,492.7737731933594,357.95904541015625,-277.3374328613281,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,0.0,1.0,0.0,1.0,0.0,1.0
4,18,492.7748718261719,357.95831298828125,-277.3371887207031,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,1.0,0.0,1.0,0.0,1.0,0.0
5,19,492.7742004394531,357.95831298828125,-277.3378601074219,0.6392156862745098,0.08235294117647059,0.027450980392156862,0.9254901960784314,0.0,0.0,0.0,0.0,0.0,0.0
6,20,492.75518798828125,358.0286560058594,-277.2854919433594,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,0.0,1.0,0.0,1.0,0.0,1.0
7,21,492.7558898925781,358.0286560058594,-277.2847900390625,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,1.0,1.0,1.0,1.0,1.0,1.0
8,22,492.75634765625,358.0279235839844,-277.2852478027344,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,1.0,0.0,1.0,0.0,1.0,0.0
9,20,492.75518798828125,358.0286560058594,-277.2854919433594,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,0.0,1.0,0.0,1.0,0.0,1.0
10,22,492.75634765625,358.0279235839844,-277.2852478027344,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,1.0,0.0,1.0,0.0,1.0,0.0
11,23,492.7556457519531,358.0279235839844,-277.28594970703125,0.6509803921568628,0.10588235294117647,0.03137254901960784,0.9294117647058824,0.0,0.0,0.0,0.0,0.0,0.0
12,24,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,0.0,1.0,0.0,1.0,0.0,1.0
13,25,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,1.0,1.0,1.0,1.0,1.0,1.0
14,26,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,1.0,0.0,1.0,0.0,1.0,0.0
15,24,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,0.0,1.0,0.0,1.0,0.0,1.0
16,26,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,1.0,0.0,1.0,0.0,1.0,0.0
17,27,492.7476501464844,358.2501525878906,-277.0426940917969,0.5568627450980392,0.03137254901960784,0.011764705882352941,0.9647058823529412,0.0,0.0,0.0,0.0,0.0,0.0
18,28,492.53955078125,358.4112548828125,-277.0340270996094,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,0.0,1.0,0.0,1.0,0.0,1.0
19,29,492.5395812988281,358.4112548828125,-277.03399658203125,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,1.0,1.0,1.0,1.0,1.0,1.0
20,30,492.53961181640625,358.41119384765625,-277.0340270996094,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,1.0,0.0,1.0,0.0,1.0,0.0
21,28,492.53955078125,358.4112548828125,-277.0340270996094,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,0.0,1.0,0.0,1.0,0.0,1.0
22,30,492.53961181640625,358.41119384765625,-277.0340270996094,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,1.0,0.0,1.0,0.0,1.0,0.0
23,31,492.5395812988281,358.41119384765625,-277.0340576171875,0.6705882352941176,0.17647058823529413,0.058823529411764705,0.9176470588235294,0.0,0.0,0.0,0.0,0.0,0.0
24,32,492.8572998046875,358.0665588378906,-277.1578063964844,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,0.0,1.0,0.0,1.0,0.0,1.0
25,33,492.8578796386719,358.0665588378906,-277.1572265625,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,1.0,1.0,1.0,1.0,1.0,1.0
26,34,492.8582763671875,358.0659484863281,-277.1576232910156,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,1.0,0.0,1.0,0.0,1.0,0.0
27,32,492.8572998046875,358.0665588378906,-277.1578063964844,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,0.0,1.0,0.0,1.0,0.0,1.0
28,34,492.8582763671875,358.0659484863281,-277.1576232910156,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,1.0,0.0,1.0,0.0,1.0,0.0
29,35,492.8576965332031,358.0659484863281,-277.158203125,0.5686274509803921,0.043137254901960784,0.01568627450980392,0.9215686274509803,0.0,0.0,0.0,0.0,0.0,0.0
