VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-2.257251739501953,1.00032639503479,0.982621431350708,1.804460883140564,-2.388509750366211,2.6531057357788086,0.163818359375,0.953125
1,1,-2.2554759979248047,0.9804949760437012,0.9645020961761475,1.804460883140564,-2.388509511947632,2.6531057357788086,0.102783203125,0.953125
2,2,-2.213383913040161,0.9494397640228271,0.9069738388061523,1.8296473026275635,-2.466136932373047,2.5633151531219482,0.102783203125,0.93408203125
3,0,-2.257251739501953,1.00032639503479,0.982621431350708,1.804460883140564,-2.388509750366211,2.6531057357788086,0.163818359375,0.953125
4,2,-2.213383913040161,0.9494397640228271,0.9069738388061523,1.8296473026275635,-2.466136932373047,2.5633151531219482,0.102783203125,0.93408203125
5,3,-2.138364315032959,1.0417978763580322,0.9400397539138794,1.8519431352615356,-2.537546396255493,2.4761250019073486,0.163818359375,0.93408203125
6,3,-2.138364315032959,1.0417978763580322,0.9400397539138794,1.8519431352615356,-2.537546396255493,2.4761250019073486,0.163818359375,0.93408203125
7,2,-2.213383913040161,0.9494397640228271,0.9069738388061523,1.8296473026275635,-2.466136932373047,2.5633151531219482,0.102783203125,0.93408203125
8,4,-2.159963369369507,0.9722902774810791,0.8822929263114929,1.7879585027694702,-2.618521213531494,2.438560962677002,0.102783203125,0.9150390625
9,3,-2.138364315032959,1.0417978763580322,0.9400397539138794,1.8519431352615356,-2.537546396255493,2.4761250019073486,0.163818359375,0.93408203125
10,4,-2.159963369369507,0.9722902774810791,0.8822929263114929,1.7879585027694702,-2.618521213531494,2.438560962677002,0.102783203125,0.9150390625
11,5,-2.0578598976135254,1.0628132820129395,0.9081671833992004,1.601881742477417,-2.689445972442627,2.4901576042175293,0.163818359375,0.9150390625
12,6,-1.9984564781188965,1.0557498931884766,0.8756164312362671,0.8037498593330383,-2.342231512069702,3.1413326263427734,0.163818359375,0.88525390625
13,5,-2.0578598976135254,1.0628132820129395,0.9081671833992004,1.601881742477417,-2.689445972442627,2.4901576042175293,0.163818359375,0.9150390625
14,4,-2.159963369369507,0.9722902774810791,0.8822929263114929,1.7879585027694702,-2.618521213531494,2.438560962677002,0.102783203125,0.9150390625
15,6,-1.9984564781188965,1.0557498931884766,0.8756164312362671,0.8037498593330383,-2.342231512069702,3.1413326263427734,0.163818359375,0.88525390625
16,4,-2.159963369369507,0.9722902774810791,0.8822929263114929,1.7879585027694702,-2.618521213531494,2.438560962677002,0.102783203125,0.9150390625
17,7,-2.0789361000061035,0.9968185424804688,0.8493635654449463,1.1205646991729736,-2.527663230895996,2.8905510902404785,0.102783203125,0.88525390625
18,8,-1.898726463317871,0.9848928451538086,0.8163794279098511,0.4616793990135193,-2.043830394744873,3.407292604446411,0.163818359375,0.85498046875
19,6,-1.9984564781188965,1.0557498931884766,0.8756164312362671,0.8037498593330383,-2.342231512069702,3.1413326263427734,0.163818359375,0.88525390625
20,7,-2.0789361000061035,0.9968185424804688,0.8493635654449463,1.1205646991729736,-2.527663230895996,2.8905510902404785,0.102783203125,0.88525390625
21,8,-1.898726463317871,0.9848928451538086,0.8163794279098511,0.4616793990135193,-2.043830394744873,3.407292604446411,0.163818359375,0.85498046875
22,7,-2.0789361000061035,0.9968185424804688,0.8493635654449463,1.1205646991729736,-2.527663230895996,2.8905510902404785,0.102783203125,0.88525390625
23,9,-2.0011208057403564,0.9662630558013916,0.819307804107666,0.46838414669036865,-2.090094804763794,3.378187894821167,0.102783203125,0.873046875
24,8,-1.898726463317871,0.9848928451538086,0.8163794279098511,0.4616793990135193,-2.043830394744873,3.407292604446411,0.163818359375,0.85498046875
25,9,-2.0011208057403564,0.9662630558013916,0.819307804107666,0.46838414669036865,-2.090094804763794,3.378187894821167,0.102783203125,0.873046875
26,10,-1.9470384120941162,0.9321644306182861,0.798031210899353,0.40045663714408875,-1.6303126811981201,3.6306679248809814,0.102783203125,0.85498046875
27,11,-1.7541265487670898,1.251354694366455,1.397437572479248,-2.000476360321045,-1.585142970085144,-3.079845428466797,0.281005859375,0.433349609375
28,12,-1.7005205154418945,1.2836742401123047,1.35933518409729,-1.7554161548614502,-1.1162307262420654,-3.4165148735046387,0.2318115234375,0.306640625
29,13,-1.7476263046264648,1.2395834922790527,1.397943139076233,-2.0222690105438232,-1.629870891571045,-3.0420358180999756,0.349853515625,0.433349609375
30,14,-1.798072338104248,1.2210490703582764,1.444205641746521,-1.5919122695922852,-1.70857572555542,-3.2475554943084717,0.2890625,0.498046875
31,11,-1.7541265487670898,1.251354694366455,1.397437572479248,-2.000476360321045,-1.585142970085144,-3.079845428466797,0.281005859375,0.433349609375
32,13,-1.7476263046264648,1.2395834922790527,1.397943139076233,-2.0222690105438232,-1.629870891571045,-3.0420358180999756,0.349853515625,0.433349609375
33,14,-1.798072338104248,1.2210490703582764,1.444205641746521,-1.5919122695922852,-1.70857572555542,-3.2475554943084717,0.2890625,0.498046875
34,13,-1.7476263046264648,1.2395834922790527,1.397943139076233,-2.0222690105438232,-1.629870891571045,-3.0420358180999756,0.349853515625,0.433349609375
35,15,-1.7817654609680176,1.193187952041626,1.450951099395752,-1.3682379722595215,-1.687337875366211,-3.3586974143981934,0.358642578125,0.498046875
36,16,-1.8379449844360352,1.1786811351776123,1.4754421710968018,-0.6641942262649536,-1.4844673871994019,-3.654482126235962,0.2880859375,0.55224609375
37,14,-1.798072338104248,1.2210490703582764,1.444205641746521,-1.5919122695922852,-1.70857572555542,-3.2475554943084717,0.2890625,0.498046875
38,15,-1.7817654609680176,1.193187952041626,1.450951099395752,-1.3682379722595215,-1.687337875366211,-3.3586974143981934,0.358642578125,0.498046875
39,16,-1.8379449844360352,1.1786811351776123,1.4754421710968018,-0.6641942262649536,-1.4844673871994019,-3.654482126235962,0.2880859375,0.55224609375
40,15,-1.7817654609680176,1.193187952041626,1.450951099395752,-1.3682379722595215,-1.687337875366211,-3.3586974143981934,0.358642578125,0.498046875
41,17,-1.816002368927002,1.1423258781433105,1.4872448444366455,-0.48017507791519165,-1.40603768825531,-3.7138290405273438,0.359375,0.55224609375
42,18,-1.884953498840332,1.147322177886963,1.488335371017456,0.30888956785202026,-0.8800214529037476,-3.889753818511963,0.283447265625,0.60595703125
43,16,-1.8379449844360352,1.1786811351776123,1.4754421710968018,-0.6641942262649536,-1.4844673871994019,-3.654482126235962,0.2880859375,0.55224609375
44,17,-1.816002368927002,1.1423258781433105,1.4872448444366455,-0.48017507791519165,-1.40603768825531,-3.7138290405273438,0.359375,0.55224609375
45,18,-1.884953498840332,1.147322177886963,1.488335371017456,0.30888956785202026,-0.8800214529037476,-3.889753818511963,0.283447265625,0.60595703125
46,17,-1.816002368927002,1.1423258781433105,1.4872448444366455,-0.48017507791519165,-1.40603768825531,-3.7138290405273438,0.359375,0.55224609375
47,19,-1.8575358390808105,1.106464147567749,1.5001635551452637,0.28253233432769775,-0.9023648500442505,-3.8866372108459473,0.3525390625,0.60595703125
48,20,-1.9415946006774902,1.1277871131896973,1.4831141233444214,0.9185696840286255,-0.5588607788085938,-3.852783441543579,0.2734375,0.6708984375
49,18,-1.884953498840332,1.147322177886963,1.488335371017456,0.30888956785202026,-0.8800214529037476,-3.889753818511963,0.283447265625,0.60595703125
50,19,-1.8575358390808105,1.106464147567749,1.5001635551452637,0.28253233432769775,-0.9023648500442505,-3.8866372108459473,0.3525390625,0.60595703125
51,20,-1.9415946006774902,1.1277871131896973,1.4831141233444214,0.9185696840286255,-0.5588607788085938,-3.852783441543579,0.2734375,0.6708984375
52,19,-1.8575358390808105,1.106464147567749,1.5001635551452637,0.28253233432769775,-0.9023648500442505,-3.8866372108459473,0.3525390625,0.60595703125
53,21,-1.9140806198120117,1.0802640914916992,1.493678331375122,0.830776572227478,-0.569107174873352,-3.8711705207824707,0.3427734375,0.6708984375
54,22,-1.992680549621582,1.1150333881378174,1.465151309967041,1.5273493528366089,-0.515957236289978,-3.660740852355957,0.258056640625,0.7568359375
55,20,-1.9415946006774902,1.1277871131896973,1.4831141233444214,0.9185696840286255,-0.5588607788085938,-3.852783441543579,0.2734375,0.6708984375
56,21,-1.9140806198120117,1.0802640914916992,1.493678331375122,0.830776572227478,-0.569107174873352,-3.8711705207824707,0.3427734375,0.6708984375
57,22,-1.992680549621582,1.1150333881378174,1.465151309967041,1.5273493528366089,-0.515957236289978,-3.660740852355957,0.258056640625,0.7568359375
58,21,-1.9140806198120117,1.0802640914916992,1.493678331375122,0.830776572227478,-0.569107174873352,-3.8711705207824707,0.3427734375,0.6708984375
59,23,-1.971273422241211,1.0731709003448486,1.4818207025527954,1.411207914352417,-0.5211745500564575,-3.7063329219818115,0.32421875,0.7568359375
60,24,-2.0728390216827393,1.085158109664917,1.4313554763793945,1.350236177444458,-1.0491949319839478,-3.6160874366760254,0.2509765625,0.84619140625
61,22,-1.992680549621582,1.1150333881378174,1.465151309967041,1.5273493528366089,-0.515957236289978,-3.660740852355957,0.258056640625,0.7568359375
62,23,-1.971273422241211,1.0731709003448486,1.4818207025527954,1.411207914352417,-0.5211745500564575,-3.7063329219818115,0.32421875,0.7568359375
63,24,-2.0728390216827393,1.085158109664917,1.4313554763793945,1.350236177444458,-1.0491949319839478,-3.6160874366760254,0.2509765625,0.84619140625
64,23,-1.971273422241211,1.0731709003448486,1.4818207025527954,1.411207914352417,-0.5211745500564575,-3.7063329219818115,0.32421875,0.7568359375
65,25,-2.0518858432769775,1.0543851852416992,1.4453048706054688,1.4309684038162231,-0.9366855621337891,-3.615933895111084,0.313232421875,0.84619140625
66,25,-2.0518858432769775,1.0543851852416992,1.4453048706054688,1.4309684038162231,-0.9366855621337891,-3.615933895111084,0.313232421875,0.84619140625
67,26,-2.213639736175537,0.997769832611084,1.4128752946853638,1.172107219696045,-1.2856335639953613,-3.6018526554107666,0.252685546875,0.93896484375
68,24,-2.0728390216827393,1.085158109664917,1.4313554763793945,1.350236177444458,-1.0491949319839478,-3.6160874366760254,0.2509765625,0.84619140625
69,25,-2.0518858432769775,1.0543851852416992,1.4453048706054688,1.4309684038162231,-0.9366855621337891,-3.615933895111084,0.313232421875,0.84619140625
70,27,-2.1907434463500977,0.9735562801361084,1.4328218698501587,1.172107458114624,-1.2856333255767822,-3.6018521785736084,0.312744140625,0.93896484375
71,26,-2.213639736175537,0.997769832611084,1.4128752946853638,1.172107219696045,-1.2856335639953613,-3.6018526554107666,0.252685546875,0.93896484375
72,28,-2.081134080886841,1.0758471488952637,1.4409384727478027,1.6271049976348877,-1.523976445198059,-3.3211522102355957,0.28564453125,0.84619140625
73,29,-2.2250096797943115,0.9968509674072266,1.4229456186294556,1.5702916383743286,-1.880457878112793,-3.161975383758545,0.287109375,0.93896484375
74,30,-2.246047019958496,1.0145347118377686,1.3955024480819702,1.5702916383743286,-1.8804582357406616,-3.161975145339966,0.25390625,0.93896484375
75,28,-2.081134080886841,1.0758471488952637,1.4409384727478027,1.6271049976348877,-1.523976445198059,-3.3211522102355957,0.28564453125,0.84619140625
