VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-3.523165225982666,0.0,5.639761447906494,0.0,1.0,0.0,0.6077250242233276,5.960464477539063e-08
1,1,3.898165702819824,0.0,5.233073711395264,0.0,1.0,0.0,0.0935366153717041,0.030726194381713867
2,2,4.175418376922607,0.0,3.718513011932373,0.0,1.0,0.0,0.07432711124420166,0.14515447616577148
3,1,3.898165702819824,0.0,5.233073711395264,0.0,1.0,0.0,0.0935366153717041,0.030726194381713867
4,3,5.210268497467041,0.0,4.842504024505615,0.0,1.0,0.0,0.002627253532409668,0.06023454666137695
5,2,4.175418376922607,0.0,3.718513011932373,0.0,1.0,0.0,0.07432711124420166,0.14515447616577148
6,3,5.210268497467041,0.0,4.842504024505615,0.0,1.0,0.0,0.002627253532409668,0.06023454666137695
7,4,5.248188495635986,0.0,-4.380436420440674,0.0,1.0,0.0,-2.9802322387695312e-08,0.7570474147796631
8,2,4.175418376922607,0.0,3.718513011932373,0.0,1.0,0.0,0.07432711124420166,0.14515447616577148
9,2,4.175418376922607,0.0,3.718513011932373,0.0,1.0,0.0,0.07432711124420166,0.14515447616577148
10,4,5.248188495635986,0.0,-4.380436420440674,0.0,1.0,0.0,-2.9802322387695312e-08,0.7570474147796631
11,5,4.175418376922607,0.0,-3.328129768371582,0.0,1.0,0.0,0.07432711124420166,0.6775434017181396
12,6,0.7370836734771729,0.0,-7.596131324768066,0.0,1.0,0.0,0.312552809715271,1.0
13,5,4.175418376922607,0.0,-3.328129768371582,0.0,1.0,0.0,0.07432711124420166,0.6775434017181396
14,4,5.248188495635986,0.0,-4.380436420440674,0.0,1.0,0.0,-2.9802322387695312e-08,0.7570474147796631
15,7,-3.875392436981201,0.0,3.718513011932373,0.0,1.0,0.0,0.6321291923522949,0.14515447616577148
16,0,-3.523165225982666,0.0,5.639761447906494,0.0,1.0,0.0,0.6077250242233276,5.960464477539063e-08
17,2,4.175418376922607,0.0,3.718513011932373,0.0,1.0,0.0,0.07432711124420166,0.14515447616577148
18,8,-5.33633279800415,0.0,4.8370490074157715,0.0,1.0,0.0,0.7333507537841797,0.06064671277999878
19,0,-3.523165225982666,0.0,5.639761447906494,0.0,1.0,0.0,0.6077250242233276,5.960464477539063e-08
20,7,-3.875392436981201,0.0,3.718513011932373,0.0,1.0,0.0,0.6321291923522949,0.14515447616577148
21,8,-5.33633279800415,0.0,4.8370490074157715,0.0,1.0,0.0,0.7333507537841797,0.06064671277999878
22,7,-3.875392436981201,0.0,3.718513011932373,0.0,1.0,0.0,0.6321291923522949,0.14515447616577148
23,9,-5.985890865325928,0.0,0.783001720905304,0.0,1.0,0.0,0.778355598449707,0.36693865060806274
24,10,-3.875392436981201,0.0,-3.328129768371582,0.0,1.0,0.0,0.6321291923522949,0.6775434017181396
25,5,4.175418376922607,0.0,-3.328129768371582,0.0,1.0,0.0,0.07432711124420166,0.6775434017181396
26,6,0.7370836734771729,0.0,-7.596131324768066,0.0,1.0,0.0,0.312552809715271,1.0
27,7,-3.875392436981201,0.0,3.718513011932373,0.0,1.0,0.0,0.6321291923522949,0.14515447616577148
28,10,-3.875392436981201,0.0,-3.328129768371582,0.0,1.0,0.0,0.6321291923522949,0.6775434017181396
29,9,-5.985890865325928,0.0,0.783001720905304,0.0,1.0,0.0,0.778355598449707,0.36693865060806274
30,11,-9.184906959533691,0.0,-7.202632904052734,0.0,1.0,0.0,1.0,0.9702703952789307
31,10,-3.875392436981201,0.0,-3.328129768371582,0.0,1.0,0.0,0.6321291923522949,0.6775434017181396
32,6,0.7370836734771729,0.0,-7.596131324768066,0.0,1.0,0.0,0.312552809715271,1.0
33,12,-8.61826229095459,0.0,-1.9529109001159668,0.0,1.0,0.0,0.9607400894165039,0.5736427307128906
34,9,-5.985890865325928,0.0,0.783001720905304,0.0,1.0,0.0,0.778355598449707,0.36693865060806274
35,10,-3.875392436981201,0.0,-3.328129768371582,0.0,1.0,0.0,0.6321291923522949,0.6775434017181396
36,11,-9.184906959533691,0.0,-7.202632904052734,0.0,1.0,0.0,1.0,0.9702703952789307
37,12,-8.61826229095459,0.0,-1.9529109001159668,0.0,1.0,0.0,0.9607400894165039,0.5736427307128906
38,10,-3.875392436981201,0.0,-3.328129768371582,0.0,1.0,0.0,0.6321291923522949,0.6775434017181396
