VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,6.405466079711914,0.0,15.001814842224121,0.0,1.0,0.0,0.0026872754096984863,0.0
1,1,6.443592548370361,0.0,-8.361501693725586,0.0013154412154108286,0.9999957084655762,0.0026135495863854885,0.0,0.8174700736999512
2,2,4.164290428161621,0.0,13.254290580749512,0.0,1.0,0.0,0.16065245866775513,0.06114494800567627
3,3,-5.744290828704834,0.0,13.254290580749512,0.00014763118815608323,1.0,0.0001687321491772309,0.8590407371520996,0.06114494800567627
4,0,6.405466079711914,0.0,15.001814842224121,0.0,1.0,0.0,0.0026872754096984863,0.0
5,2,4.164290428161621,0.0,13.254290580749512,0.0,1.0,0.0,0.16065245866775513,0.06114494800567627
6,2,4.164290428161621,0.0,13.254290580749512,0.0,1.0,0.0,0.16065245866775513,0.06114494800567627
7,1,6.443592548370361,0.0,-8.361501693725586,0.0013154412154108286,0.9999957084655762,0.0026135495863854885,0.0,0.8174700736999512
8,4,4.164290428161621,0.0,-7.214290618896484,0.0017827418632805347,0.9999773502349854,0.00648730993270874,0.16065245866775513,0.7773298025131226
9,5,-7.717878341674805,0.0,14.98106861114502,0.0038154858630150557,0.9999926090240479,0.00047322481987066567,0.998145341873169,0.0007259249687194824
10,0,6.405466079711914,0.0,15.001814842224121,0.0,1.0,0.0,0.0026872754096984863,0.0
11,3,-5.744290828704834,0.0,13.254290580749512,0.00014763118815608323,1.0,0.0001687321491772309,0.8590407371520996,0.06114494800567627
12,1,6.443592548370361,0.0,-8.361501693725586,0.0013154412154108286,0.9999957084655762,0.0026135495863854885,0.0,0.8174700736999512
13,6,-7.744189739227295,0.2103913277387619,-13.578211784362793,0.010130315087735653,0.9998729228973389,0.012312503531575203,1.0,1.0
14,4,4.164290428161621,0.0,-7.214290618896484,0.0017827418632805347,0.9999773502349854,0.00648730993270874,0.16065245866775513,0.7773298025131226
15,7,-5.744290828704834,0.008856706321239471,-7.214290618896484,0.0327715128660202,0.9993783235549927,0.012995397672057152,0.8590407371520996,0.7773298025131226
16,5,-7.717878341674805,0.0,14.98106861114502,0.0038154858630150557,0.9999926090240479,0.00047322481987066567,0.998145341873169,0.0007259249687194824
17,3,-5.744290828704834,0.0,13.254290580749512,0.00014763118815608323,1.0,0.0001687321491772309,0.8590407371520996,0.06114494800567627
18,6,-7.744189739227295,0.2103913277387619,-13.578211784362793,0.010130315087735653,0.9998729228973389,0.012312503531575203,1.0,1.0
19,5,-7.717878341674805,0.0,14.98106861114502,0.0038154858630150557,0.9999926090240479,0.00047322481987066567,0.998145341873169,0.0007259249687194824
20,7,-5.744290828704834,0.008856706321239471,-7.214290618896484,0.0327715128660202,0.9993783235549927,0.012995397672057152,0.8590407371520996,0.7773298025131226
21,4,4.164290428161621,0.0,-7.214290618896484,0.0017827418632805347,0.9999773502349854,0.00648730993270874,0.16065245866775513,0.7773298025131226
22,6,-7.744189739227295,0.2103913277387619,-13.578211784362793,0.010130315087735653,0.9998729228973389,0.012312503531575203,1.0,1.0
23,7,-5.744290828704834,0.008856706321239471,-7.214290618896484,0.0327715128660202,0.9993783235549927,0.012995397672057152,0.8590407371520996,0.7773298025131226
