VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TANGENT0.x,in_TANGENT0.y,in_TANGENT0.z,in_TANGENT0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y
0,0,4.05850887298584,0.7484040260314941,2.5013012886047363,-1.5196560621261597,-0.20964980125427246,3.694143533706665,-1.3867496252059937,-3.6702139377593994,-0.7787575125694275,1.0,0.322265625,0.34228515625,0.322265625,0.34228515625
1,1,4.150853633880615,0.8530064821243286,2.408273696899414,3.8902642726898193,0.5167684555053711,0.7738180160522461,-0.3485122323036194,-2.2751121520996094,3.271454334259033,1.0,0.31787109375,0.34033203125,0.31787109375,0.34033203125
2,2,4.250189781188965,1.0618982315063477,2.5652832984924316,1.6117664575576782,2.4963278770446777,2.677790880203247,0.5272513031959534,-3.0536088943481445,2.529325485229492,1.0,0.317138671875,0.330810546875,0.317138671875,0.330810546875
3,3,-1.8218131065368652,1.3500343561172485,-3.714766025543213,-3.710110664367676,1.4893630743026733,-0.1246599331498146,-1.4878016710281372,-3.6486270427703857,0.6873159408569336,-1.0,0.97412109375,0.69921875,0.97412109375,0.69921875
4,4,-1.6401711702346802,1.512894868850708,-3.6288747787475586,-1.4362682104110718,3.730073928833008,0.14666807651519775,-2.2174596786499023,-0.978937566280365,3.1816234588623047,-1.0,0.96728515625,0.6904296875,0.96728515625,0.6904296875
5,5,-2.1902315616607666,1.8462448120117188,-3.998093605041504,-2.5986337661743164,-0.337841272354126,3.022080659866333,0.5442211627960205,-3.9627275466918945,0.0249691903591156,-1.0,0.95361328125,0.71923828125,0.95361328125,0.71923828125
6,6,-1.7320587635040283,1.734407901763916,-3.9519529342651367,1.7162649631500244,3.6024091243743896,-0.27764230966567993,-0.020279698073863983,0.31697332859039307,3.9873709678649902,-1.0,0.95263671875,0.69921875,0.95263671875,0.69921875
7,4,-1.6401711702346802,1.512894868850708,-3.6288747787475586,-1.4362682104110718,3.730073928833008,0.14666807651519775,-2.2174596786499023,-0.978937566280365,3.1816234588623047,-1.0,0.96728515625,0.6904296875,0.96728515625,0.6904296875
8,7,-1.3815728425979614,1.5676032304763794,-3.7504725456237793,0.27897608280181885,3.8082454204559326,-1.1914024353027344,-0.18296900391578674,1.2052626609802246,3.8097076416015625,-1.0,0.9580078125,0.681640625,0.9580078125,0.681640625
9,4,-1.6401711702346802,1.512894868850708,-3.6288747787475586,-1.4362682104110718,3.730073928833008,0.14666807651519775,-2.2174596786499023,-0.978937566280365,3.1816234588623047,-1.0,0.96728515625,0.6904296875,0.96728515625,0.6904296875
