VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-6.173165321350098,0.0,3.949761152267456,0.0,1.0,0.0,0.49978023767471313,0.15044286847114563
1,1,5.618165969848633,0.0,3.8430733680725098,0.0,1.0,0.0,0.5041306018829346,0.462631493806839
2,2,5.675418376922607,0.0,2.6285130977630615,0.0,1.0,0.0,0.553656280040741,0.4641472101211548
3,1,5.618165969848633,0.0,3.8430733680725098,0.0,1.0,0.0,0.5041306018829346,0.462631493806839
4,3,6.930268287658691,0.0,3.8925042152404785,0.0,1.0,0.0,0.50211501121521,0.49737077951431274
5,2,5.675418376922607,0.0,2.6285130977630615,0.0,1.0,0.0,0.553656280040741,0.4641472101211548
6,3,6.930268287658691,0.0,3.8925042152404785,0.0,1.0,0.0,0.50211501121521,0.49737077951431274
7,4,6.968188285827637,0.0,-3.8904366493225098,0.0,0.0,0.0,0.8194777965545654,0.498374879360199
8,2,5.675418376922607,0.0,2.6285130977630615,0.0,1.0,0.0,0.553656280040741,0.4641472101211548
9,2,5.675418376922607,0.0,2.6285130977630615,0.0,1.0,0.0,0.553656280040741,0.4641472101211548
10,4,6.968188285827637,0.0,-3.8904366493225098,0.0,0.0,0.0,0.8194777965545654,0.498374879360199
11,5,5.675418376922607,0.0,-3.018129825592041,0.0,0.0,0.0,0.783907949924469,0.4641472101211548
12,6,1.6770837306976318,0.0,-7.86613130569458,0.0,0.0,0.0,0.981593668460846,0.35828697681427
13,5,5.675418376922607,0.0,-3.018129825592041,0.0,0.0,0.0,0.783907949924469,0.4641472101211548
14,4,6.968188285827637,0.0,-3.8904366493225098,0.0,0.0,0.0,0.8194777965545654,0.498374879360199
15,7,-5.6053924560546875,0.0,2.6285130977630615,0.0,0.0,0.0,0.553656280040741,0.1654752790927887
16,0,-6.173165321350098,0.0,3.949761152267456,0.0,1.0,0.0,0.49978023767471313,0.15044286847114563
17,2,5.675418376922607,0.0,2.6285130977630615,0.0,1.0,0.0,0.553656280040741,0.4641472101211548
18,8,-8.52633285522461,0.0,3.427048921585083,0.0,0.0,0.0,0.5210946798324585,0.08814013004302979
19,0,-6.173165321350098,0.0,3.949761152267456,0.0,1.0,0.0,0.49978023767471313,0.15044286847114563
20,7,-5.6053924560546875,0.0,2.6285130977630615,0.0,0.0,0.0,0.553656280040741,0.1654752790927887
21,8,-8.52633285522461,0.0,3.427048921585083,0.0,0.0,0.0,0.5210946798324585,0.08814013004302979
22,7,-5.6053924560546875,0.0,2.6285130977630615,0.0,0.0,0.0,0.553656280040741,0.1654752790927887
23,9,-11.405890464782715,0.0,0.783001720905304,0.0,0.0,0.0,0.6289103031158447,0.01190069317817688
24,10,-5.6053924560546875,0.0,-3.018129825592041,0.0,0.0,0.0,0.7839080095291138,0.1654752790927887
25,5,5.675418376922607,0.0,-3.018129825592041,0.0,0.0,0.0,0.783907949924469,0.4641472101211548
26,6,1.6770837306976318,0.0,-7.86613130569458,0.0,0.0,0.0,0.981593668460846,0.35828697681427
27,7,-5.6053924560546875,0.0,2.6285130977630615,0.0,0.0,0.0,0.553656280040741,0.1654752790927887
28,10,-5.6053924560546875,0.0,-3.018129825592041,0.0,0.0,0.0,0.7839080095291138,0.1654752790927887
29,9,-11.405890464782715,0.0,0.783001720905304,0.0,0.0,0.0,0.6289103031158447,0.01190069317817688
30,11,-11.624906539916992,0.0,-8.12263298034668,0.0,0.0,0.0,0.9920527935028076,0.006102025508880615
31,10,-5.6053924560546875,0.0,-3.018129825592041,0.0,0.0,0.0,0.7839080095291138,0.1654752790927887
32,6,1.6770837306976318,0.0,-7.86613130569458,0.0,0.0,0.0,0.981593668460846,0.35828697681427
33,12,-11.408262252807617,0.0,-1.9529109001159668,0.0,0.0,0.0,0.7404719591140747,0.011837899684906006
34,9,-11.405890464782715,0.0,0.783001720905304,0.0,0.0,0.0,0.6289103031158447,0.01190069317817688
35,10,-5.6053924560546875,0.0,-3.018129825592041,0.0,0.0,0.0,0.7839080095291138,0.1654752790927887
36,11,-11.624906539916992,0.0,-8.12263298034668,0.0,0.0,0.0,0.9920527935028076,0.006102025508880615
37,12,-11.408262252807617,0.0,-1.9529109001159668,0.0,0.0,0.0,0.7404719591140747,0.011837899684906006
38,10,-5.6053924560546875,0.0,-3.018129825592041,0.0,0.0,0.0,0.7839080095291138,0.1654752790927887
