VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
0,0,-1.4029513597488403,1.6498246225196797e-15,-3.658449411392212,0.0,1.0,0.0,0.36345338821411133,0.7297389507293701
1,1,-4.311065196990967,2.885744054264704e-15,-6.044161319732666,0.0,1.0,0.0,0.6678950786590576,1.0
2,2,-7.24119234085083,2.885744054264704e-15,-5.97291374206543,0.0,1.0,0.0,0.9746413230895996,0.9919288158416748
3,2,-7.24119234085083,2.885744054264704e-15,-5.97291374206543,0.0,1.0,0.0,0.9746413230895996,0.9919288158416748
4,3,-7.483427047729492,1.6164776765401068e-15,-2.725743055343628,0.0,1.0,0.0,1.0000001192092896,0.6240791082382202
5,0,-1.4029513597488403,1.6498246225196797e-15,-3.658449411392212,0.0,1.0,0.0,0.36345338821411133,0.7297389507293701
6,3,-7.483427047729492,1.6164776765401068e-15,-2.725743055343628,0.0,1.0,0.0,1.0000001192092896,0.6240791082382202
7,4,2.0041677951812744,1.0342920133830759e-16,-1.3109800815582275,0.0,1.0,0.0,0.006772279739379883,0.4638102650642395
8,0,-1.4029513597488403,1.6498246225196797e-15,-3.658449411392212,0.0,1.0,0.0,0.36345338821411133,0.7297389507293701
9,3,-7.483427047729492,1.6164776765401068e-15,-2.725743055343628,0.0,1.0,0.0,1.0000001192092896,0.6240791082382202
10,5,-1.0659955739974976,3.969655376811945e-16,2.7832765579223633,0.0,1.0,0.0,0.3281784653663635,-5.960464477539063e-08
11,4,2.0041677951812744,1.0342920133830759e-16,-1.3109800815582275,0.0,1.0,0.0,0.006772279739379883,0.4638102650642395
12,5,-1.0659955739974976,3.969655376811945e-16,2.7832765579223633,0.0,1.0,0.0,0.3281784653663635,-5.960464477539063e-08
13,6,2.0688583850860596,-2.9380743320812257e-16,2.702110528945923,0.0,1.0,0.0,0.0,0.009194731712341309
14,4,2.0041677951812744,1.0342920133830759e-16,-1.3109800815582275,0.0,1.0,0.0,0.006772279739379883,0.4638102650642395
